Name,Teff,logg,log_L,[Fe/H],ul[N/Fe],[N/Fe],[C/Fe],[C/Fe]c,[C/Fe]f,ul[Sr/Fe],[Sr/Fe],ul[Ba/Fe],[Ba/Fe],I/O,Reference,Ref,MP_key,Ncap_key,C_key,epsc,epsc_f,[C/H],[C/H]f,[Sr/H],ul[Sr/H],[Ba/H],ul[Ba/H],[Sr/Ba]
HE 1311-0131,4825,1.5,2.53,-3.15,,,0.33,0.4,0.73,,,,-0.62,1,Hollek+2011,HOL11,EMP,,NO,5.61,6.01,-2.82,-2.42,,,-3.77,,
HE 1311-1412,4796,1.5,2.52,-2.88,,,-0.19,0.44,0.25,,0.04,,-0.11,1,Barklem+2005,BAR05,VMP,,,5.36,5.8,-3.07,-2.63,-2.84,,-2.9899999999999998,,0.15
HE 1314-3036,4757,1.54,2.47,-2.98,,,-0.17,0.39,0.22,,-0.02,,-0.1,1,Barklem+2005,BAR05,VMP,,,5.28,5.67,-3.15,-2.76,-3.0,,-3.08,,0.08
HE 1317-0407,4725,0.3,3.69,-3.1,,,-0.52,0.74,0.22,,,,-0.35,1,Hollek+2011,HOL11,EMP,,,4.81,5.55,-3.62,-2.88,,,-3.45,,
HE 1320+0139,6500,3.7,0.85,-3.38,,,0.35,0.0,0.35,,,,-1.32,1,Cohen+2013,COH13,EMP,,,5.4,5.4,-3.03,-3.03,,,-4.7,,
HE 1320-1339,4935,1.69,2.38,-2.78,,,-0.55,0.27,-0.28,,0.33,,-0.48,1,Barklem+2005,BAR05,VMP,,,5.1,5.37,-3.33,-3.0599999999999996,-2.4499999999999997,,-3.26,,0.81
HE 1327-2326,6180,4.5,-0.04,-5.65,,4.23,3.9,0.0,3.9,,1.27,1.42,,1,Masseron+2012,MAS12,HMP,,NO,6.68,6.68,-1.7500000000000004,-1.7500000000000004,-4.380000000000001,,,-4.23,
HE 1330-0354,6257,4.13,0.35,-2.29,,,0.96,0.0,0.96,,0.11,,-0.56,1,Barklem+2005,BAR05,VMP,,NO,7.1,7.1,-1.33,-1.33,-2.18,,-2.85,,0.67
HE 1330-0607,5094,2.3,1.82,-2.33,,,0.17,0.01,0.18,,-0.35,,-0.81,1,Barklem+2005,BAR05,VMP,,,6.27,6.28,-2.16,-2.15,-2.68,,-3.14,,0.4600000000000001
HE 1332-0309,5125,2.4,1.73,-2.46,,,0.17,0.01,0.18,,0.4,,,1,Barklem+2005,BAR05,VMP,,,6.14,6.15,-2.29,-2.28,-2.06,,,,
HE 1333-0340,6053,4.18,0.24,-2.64,,,0.38,0.0,0.38,,0.37,,,1,Zhang+2011,ZHA11,VMP,,,6.17,6.17,-2.2600000000000002,-2.2600000000000002,-2.27,,,,
HE 1335+0135,5246,2.94,1.24,-2.47,,,0.09,0.01,0.1,,0.14,,-0.82,1,Barklem+2005,BAR05,VMP,,,6.05,6.06,-2.3800000000000003,-2.37,-2.33,,-3.29,,0.96
HE 1337+0012,6390,4.38,0.14,-3.25,,1.57,0.5,0.0,0.5,,0.28,,-0.25,1,Aoki+2006,AOK06,EMP,,,5.68,5.68,-2.75,-2.75,-2.9699999999999998,,-3.5,,0.53
HE 1337-0453,5938,3.56,0.83,-2.34,,,0.08,0.0,0.08,,0.25,,-0.29,1,Barklem+2005,BAR05,VMP,,,6.17,6.17,-2.26,-2.26,-2.09,,-2.63,,0.54
HE 1338-0052,5856,3.7,0.67,-3.0,,,1.32,0.0,1.32,,,,-0.02,1,Cohen+2013,COH13,EMP,,NO,6.75,6.75,-1.68,-1.68,,,-3.02,,
HE 1345-0206,5006,2.22,1.87,-2.82,,,0.3,0.01,0.31,,-0.33,,-1.15,1,Barklem+2005,BAR05,VMP,,,5.91,5.92,-2.52,-2.51,-3.15,,-3.9699999999999998,,0.8199999999999998
HE 1347-1025,5206,2.52,1.64,-3.71,,,0.15,0.01,0.16,,-1.05,,-0.5,1,Yong+2013,YON13,EMP,,,4.87,4.88,-3.56,-3.55,-4.76,,-4.21,,-0.55
HE 1351-1049,5204,2.85,1.31,-3.46,,,1.46,0.01,1.47,,0.13,,0.05,1,Barklem+2005,BAR05,EMP,,CE,6.43,6.44,-2.0,-1.99,-3.33,,-3.41,,0.08
HE 1357-0123,4600,1.0,2.95,-3.8,,,-0.29,0.69,0.4,,,,-1.69,1,Cohen+2013,COH13,EMP,,,4.34,5.03,-4.09,-3.4,,,-5.49,,
HE 1405-2512,5602,3.3,0.99,-2.8,,,0.52,0.0,0.52,,,,-1.15,1,Cohen+2013,COH13,VMP,,,6.15,6.15,-2.28,-2.28,,,-3.9499999999999997,,
HE 1410+0213,5000,2.0,2.09,-2.14,,1.76,1.71,0.05,1.76,,,,-0.26,1,Cohen+2013,COH13,VMP,,NO,8.0,8.05,-0.43000000000000016,-0.3800000000000001,,,-2.4000000000000004,,
HE 1413-1954,6533,4.59,-0.03,-3.19,,,1.41,0.0,1.41,,-0.37,,,1,Barklem+2005,BAR05,EMP,,CE,6.65,6.65,-1.78,-1.78,-3.56,,,,
HE 1416-1032,5000,1.8,2.29,-3.2,,0.37,-0.43,0.09,-0.34,,,,-1.24,1,Cohen+2013,COH13,EMP,,,4.8,4.89,-3.6300000000000003,-3.54,,,-4.44,,
HE 1419-1759,4809,1.63,2.39,-3.17,,,-0.24,0.28,0.04,,-0.17,,-0.86,1,Barklem+2005,BAR05,EMP,,,5.02,5.3,-3.41,-3.13,-3.34,,-4.03,,0.69
HE 1421-2006,5687,3.73,0.59,-2.65,,,0.26,0.0,0.26,,0.0,,-0.18,1,Barklem+2005,BAR05,VMP,,,6.04,6.04,-2.3899999999999997,-2.3899999999999997,-2.65,,-2.83,,0.18
HE 1422-0818,4816,1.3,2.73,-3.29,,,-0.14,0.58,0.44,,,,-1.9,1,Cohen+2013,COH13,EMP,,,5.0,5.58,-3.43,-2.85,,,-5.1899999999999995,,
HE 1424-0241,5260,2.66,1.52,-4.05,1.13,,0.63,0.0,0.63,-1.61,,,-0.75,1,Yong+2013,YON13,UMP,,,5.01,5.01,-3.42,-3.42,,-5.66,-4.8,,
HE 1430-0026,5855,4.12,0.25,-2.78,,,0.48,0.0,0.48,,-0.12,,-0.31,1,Barklem+2005,BAR05,VMP,,,6.13,6.13,-2.3,-2.3,-2.9,,-3.09,,0.19
HE 1431-2142,6137,4.1,0.35,-2.6,,,0.44,0.0,0.44,,0.07,,0.08,1,Barklem+2005,BAR05,VMP,,,6.27,6.27,-2.16,-2.16,-2.5300000000000002,,-2.52,,-0.009999999999999995
HE 1432-1819,5975,3.6,0.8,-2.56,,,0.83,0.0,0.83,,,,-0.67,1,Cohen+2013,COH13,VMP,,NO,6.7,6.7,-1.73,-1.73,,,-3.23,,
HE 1439-0218,6150,3.7,0.75,-2.65,,,0.66,0.0,0.66,,,,-0.15,1,Cohen+2013,COH13,VMP,,,6.44,6.44,-1.9899999999999998,-1.9899999999999998,,,-2.8,,
HE 1446-0140,6090,4.4,0.03,-2.38,,,0.14,0.0,0.14,,,,-0.16,1,Cohen+2013,COH13,VMP,,,6.19,6.19,-2.2399999999999998,-2.2399999999999998,,,-2.54,,
HE 1456+0230,5664,2.2,2.11,-3.32,,2.84,2.14,0.02,2.16,,,,-0.19,1,Cohen+2013,COH13,EMP,,NO,7.25,7.27,-1.1799999999999997,-1.1599999999999997,,,-3.51,,
HE 1500-1628,4807,1.5,2.52,-2.38,,,-0.01,0.48,0.47,,-1.66,,-1.72,1,Cohen+2013,COH13,VMP,,,6.04,6.52,-2.3899999999999997,-1.91,-4.04,,-4.1,,0.06000000000000005
HE 1506-0113,5016,2.01,2.09,-3.54,,0.61,1.47,0.02,1.49,,,,-0.8,1,Yong+2013,YON13,EMP,,NO,6.36,6.38,-2.0700000000000003,-2.05,,,-4.34,,
HE 2123-0329,4725,1.15,2.84,-3.22,,,0.4,0.66,1.06,,,,-0.85,1,Hollek+2011,HOL11,EMP,,NO,5.61,6.27,-2.8200000000000003,-2.16,,,-4.07,,
HE 2133-1432,5716,3.46,0.86,-2.02,,,0.08,0.0,0.08,,0.21,,-0.1,1,Barklem+2005,BAR05,VMP,,,6.49,6.49,-1.94,-1.94,-1.81,,-2.12,,0.31
HE 2134+0001,5257,3.0,1.18,-2.22,,,0.16,0.01,0.17,,0.02,,-0.47,1,Barklem+2005,BAR05,VMP,,,6.37,6.38,-2.06,-2.0500000000000003,-2.2,,-2.6900000000000004,,0.49
HE 2138-0314,5015,1.9,2.2,-3.29,,,0.78,0.04,0.82,,,,-0.85,1,Hollek+2011,HOL11,EMP,,NO,5.92,5.96,-2.51,-2.47,,,-4.14,,
HE 2139-1851,4925,1.86,2.21,-3.24,,,0.45,0.05,0.5,,0.39,,-0.95,1,Barklem+2005,BAR05,EMP,,,5.64,5.69,-2.79,-2.74,-2.85,,-4.19,,1.3399999999999999
HE 2139-5432,5416,3.04,1.19,-4.02,,2.08,2.59,0.01,2.6,,,-0.33,,1,Yong+2013,YON13,UMP,,NO,7.0,7.01,-1.4299999999999997,-1.4199999999999995,,,,-4.35,
HE 2141-3741,4945,1.0,3.07,-3.3,,1.37,0.07,0.76,0.83,,-0.57,,-1.28,1,Placco+2014a,PLA4a,EMP,,NO,5.2,5.96,-3.23,-2.4699999999999998,-3.8699999999999997,,-4.58,,0.7100000000000001
HE 2142-5656,4939,1.85,2.22,-2.87,,0.54,0.95,0.1,1.05,,,,-0.63,1,Yong+2013,YON13,VMP,,NO,6.51,6.61,-1.9200000000000002,-1.82,,,-3.5,,
HE 2143+0030,4688,1.5,2.48,-2.43,,,-0.4,0.5,0.1,,0.01,,-0.43,1,Barklem+2005,BAR05,VMP,,,5.6,6.1,-2.83,-2.33,-2.4200000000000004,,-2.8600000000000003,,0.44
HE 2145-3025,5608,2.22,2.07,-2.69,,,-0.24,0.01,-0.23,,0.56,,-0.36,1,Barklem+2005,BAR05,VMP,,,5.5,5.51,-2.9299999999999997,-2.92,-2.13,,-3.05,,0.92
HE 2148-1105a,4400,0.2,3.67,-2.98,,,-0.42,0.75,0.33,,,,-1.09,1,Hollek+2011,HOL11,VMP,,,5.03,5.78,-3.4,-2.65,,,-4.07,,
HE 2151-2858,5598,4.14,0.15,-2.38,,,0.06,0.0,0.06,,-0.18,,-0.3,1,Barklem+2005,BAR05,VMP,,,6.11,6.11,-2.32,-2.32,-2.56,,-2.6799999999999997,,0.12
HE 2153-2719,4898,2.01,2.05,-2.49,,,0.08,0.03,0.11,,0.1,,-0.74,1,Barklem+2005,BAR05,VMP,,,6.02,6.05,-2.41,-2.3800000000000003,-2.39,,-3.2300000000000004,,0.84
HE 2155+0136,5331,3.22,0.98,-2.07,,,-0.04,0.0,-0.04,,-0.02,,0.09,1,Barklem+2005,BAR05,VMP,,,6.32,6.32,-2.11,-2.11,-2.09,,-1.9799999999999998,,-0.11
HE 2156-3130,4692,1.28,2.7,-3.13,,,0.65,0.54,1.19,,-0.8,,0.43,1,Barklem+2005,BAR05,EMP,,CE,5.95,6.49,-2.48,-1.94,-3.9299999999999997,,-2.6999999999999997,,-1.23
HE 2157-3404,4990,1.3,2.79,-2.89,,0.66,-0.54,0.62,0.08,,-0.48,,-1.39,1,Placco+2014a,PLA4a,VMP,,,5.0,5.62,-3.43,-2.81,-3.37,,-4.28,,0.9099999999999999
HE 2200-1946,5000,2.5,1.59,-2.63,,,0.34,0.01,0.35,,,,-1.43,1,Cohen+2013,COH13,VMP,,,6.14,6.15,-2.29,-2.28,,,-4.06,,
HE 2200-2030,5870,3.42,0.95,-2.0,,,0.06,0.0,0.06,,0.03,,-0.09,1,Barklem+2005,BAR05,VMP,,,6.49,6.49,-1.94,-1.94,-1.97,,-2.09,,0.12
HE 2201-0637,4976,2.21,1.87,-2.59,,,0.1,0.01,0.11,,0.0,,-0.72,1,Barklem+2005,BAR05,VMP,,,5.94,5.95,-2.4899999999999998,-2.48,-2.59,,-3.3099999999999996,,0.72
HE 2202-4831,5331,2.95,1.25,-2.78,,,2.41,0.02,2.43,,,,-1.28,1,Yong+2013,YON13,VMP,,NO,8.06,8.08,-0.36999999999999966,-0.34999999999999964,,,-4.06,,
HE 2203-3723,5118,2.2,1.93,-3.3,,,1.0,0.01,1.01,,,,-0.24,1,Cohen+2013,COH13,EMP,,NO,6.13,6.14,-2.3,-2.29,,,-3.54,,
HE 2204-1703,4932,1.87,2.2,-2.79,,,0.17,0.11,0.28,,-0.43,,-0.8,1,Barklem+2005,BAR05,VMP,,,5.81,5.92,-2.62,-2.51,-3.22,,-3.59,,0.37000000000000005
HE 2206-2245,5100,2.45,1.68,-2.73,,,0.17,0.01,0.18,,0.05,,-0.16,1,Barklem+2005,BAR05,VMP,,,5.87,5.88,-2.56,-2.55,-2.68,,-2.89,,0.21000000000000002
HE 2215-2548,5035,2.1,2.0,-3.01,,,0.18,0.01,0.19,,,,-0.95,1,Cohen+2013,COH13,EMP,,,5.6,5.61,-2.8299999999999996,-2.82,,,-3.96,,
HE 2216-0621,4671,1.27,2.7,-3.23,,,-0.7,0.62,-0.08,,-0.39,,-1.31,1,Barklem+2005,BAR05,EMP,,,4.5,5.12,-3.9299999999999997,-3.31,-3.62,,-4.54,,0.92
HE 2217-0706,4497,1.01,2.9,-2.58,,,-0.59,0.75,0.16,,-0.09,,-0.61,1,Barklem+2005,BAR05,VMP,,,5.26,6.01,-3.17,-2.42,-2.67,,-3.19,,0.52
HE 2217-1523,4847,1.82,2.22,-2.62,,,0.0,0.17,0.17,,-0.05,,-0.57,1,Barklem+2005,BAR05,VMP,,,5.81,5.98,-2.62,-2.45,-2.67,,-3.19,,0.5199999999999999
HE 2219-0713,4789,1.68,2.34,-2.92,,,-0.21,0.25,0.04,,-0.22,,-1.41,1,Barklem+2005,BAR05,VMP,,,5.3,5.55,-3.13,-2.88,-3.14,,-4.33,,1.19
HE 2221-4150,5887,4.06,0.32,-2.03,,,0.19,0.0,0.19,,0.12,,0.04,1,Barklem+2005,BAR05,VMP,,,6.59,6.59,-1.8399999999999999,-1.8399999999999999,-1.9099999999999997,,-1.9899999999999998,,0.07999999999999999
HE 2222-4156,5537,3.27,1.0,-2.73,,,0.38,0.0,0.38,,0.16,,-0.21,1,Barklem+2005,BAR05,VMP,,,6.08,6.08,-2.35,-2.35,-2.57,,-2.94,,0.37
HE 2224+0143,5198,2.66,1.5,-2.58,,,0.31,0.01,0.32,,0.33,,0.53,1,Barklem+2005,BAR05,VMP,,,6.16,6.17,-2.27,-2.2600000000000002,-2.25,,-2.05,,-0.2
HE 2224-4103,5074,2.32,1.8,-2.6,,,0.19,0.01,0.2,,-0.0,,-0.62,1,Barklem+2005,BAR05,VMP,,,6.02,6.03,-2.41,-2.4,-2.6,,-3.22,,0.62
HE 2226-4102,5140,2.43,1.71,-2.87,,,0.42,0.01,0.43,,0.05,,-1.05,1,Barklem+2005,BAR05,VMP,,,5.98,5.99,-2.45,-2.44,-2.8200000000000003,,-3.92,,1.1
HE 2228-3806,5175,2.62,1.53,-3.07,,,0.38,0.01,0.39,,-0.09,,-0.62,1,Barklem+2005,BAR05,EMP,,,5.74,5.75,-2.69,-2.6799999999999997,-3.1599999999999997,,-3.69,,0.53
HE 2229-4153,5138,2.47,1.67,-2.59,,,0.33,0.01,0.34,,0.19,,-0.33,1,Barklem+2005,BAR05,VMP,,,6.17,6.18,-2.26,-2.25,-2.4,,-2.92,,0.52
HE 2231-0622,5211,2.9,1.26,-2.12,,,-0.12,0.01,-0.11,,-0.4,,-0.51,1,Barklem+2005,BAR05,VMP,,,6.19,6.2,-2.24,-2.23,-2.52,,-2.63,,0.10999999999999999
HE 2233-4724,4360,0.4,3.45,-3.65,,,-0.48,0.7,0.22,,-0.77,,-1.13,1,Placco+2014a,PLA4a,EMP,,,4.3,5.0,-4.13,-3.4299999999999997,-4.42,,-4.779999999999999,,0.3599999999999999
HE 2234-0521,5332,3.15,1.05,-2.78,,,0.32,0.01,0.33,,-0.2,,-0.89,1,Barklem+2005,BAR05,VMP,,,5.97,5.98,-2.46,-2.4499999999999997,-2.98,,-3.67,,0.69
HE 2236+0204,5036,2.1,2.0,-2.86,,,0.22,0.01,0.23,,,,-0.05,1,Cohen+2013,COH13,VMP,,,5.79,5.8,-2.6399999999999997,-2.63,,,-2.9099999999999997,,
HE 2238-0131,4350,0.15,3.7,-3.0,,,-0.42,0.75,0.33,,,,-0.46,1,Hollek+2011,HOL11,EMP,,,5.01,5.76,-3.42,-2.67,,,-3.46,,
HE 2238-2152,5427,3.28,0.95,-2.4,,,0.09,0.0,0.09,,-0.19,,-0.42,1,Barklem+2005,BAR05,VMP,,,6.12,6.12,-2.31,-2.31,-2.59,,-2.82,,0.22999999999999998
HE 2239-5019,6125,3.48,0.96,-4.15,1.2,,1.8,0.0,1.8,,,0.0,,1,Hansen+2014,HAN14,UMP,,NO,6.08,6.08,-2.3500000000000005,-2.3500000000000005,,,,-4.15,
HE 2242-1930,5281,2.99,1.2,-2.21,,,0.05,0.01,0.06,,0.06,,-0.15,1,Barklem+2005,BAR05,VMP,,,6.27,6.28,-2.16,-2.15,-2.15,,-2.36,,0.21
HE 2244-1503,5122,2.57,1.56,-2.87,,,0.11,0.01,0.12,,-0.1,,0.4,1,Barklem+2005,BAR05,VMP,,,5.67,5.68,-2.7600000000000002,-2.75,-2.97,,-2.47,,-0.5
HE 2244-2116,5230,2.7,1.47,-2.35,,,-0.35,0.01,-0.34,,,,-1.92,1,Cohen+2013,COH13,VMP,,,5.73,5.74,-2.7,-2.69,,,-4.27,,
HE 2247-3705,5366,3.04,1.17,-2.26,,,0.32,0.01,0.33,,-0.23,,-0.88,1,Barklem+2005,BAR05,VMP,,,6.49,6.5,-1.9399999999999997,-1.9299999999999997,-2.4899999999999998,,-3.1399999999999997,,0.65
HE 2247-7400,4829,1.56,2.47,-2.87,,,0.7,0.32,1.02,,,,-0.94,1,Yong+2013,YON13,VMP,,NO,6.26,6.58,-2.17,-1.85,,,-3.81,,
HE 2248-3345,5011,2.11,1.99,-2.73,,,0.17,0.01,0.18,,-1.89,,-1.42,1,Barklem+2005,BAR05,VMP,,,5.87,5.88,-2.56,-2.55,-4.62,,-4.15,,-0.47
HE 2250-2132,5705,3.69,0.63,-2.22,,,0.37,0.0,0.37,,0.1,,-0.36,1,Barklem+2005,BAR05,VMP,,,6.58,6.58,-1.85,-1.85,-2.12,,-2.58,,0.45999999999999996
HE 2251-0821,5160,2.5,1.65,-2.91,,,0.57,0.01,0.58,,,,-0.49,1,Cohen+2013,COH13,VMP,,,6.09,6.1,-2.3400000000000003,-2.33,,,-3.4000000000000004,,
HE 2252-4225,4708,1.53,2.46,-2.82,,,-0.43,0.43,0.0,,0.16,,0.4,1,Barklem+2005,BAR05,VMP,,,5.18,5.61,-3.25,-2.82,-2.6599999999999997,,-2.42,,-0.24000000000000002
HE 2253-0849,4425,0.2,3.68,-2.88,,,-0.77,0.76,-0.01,,,,-0.38,1,Hollek+2011,HOL11,VMP,,,4.78,5.54,-3.65,-2.8899999999999997,,,-3.26,,
HE 2258-3456,4988,1.55,2.54,-2.97,,,-0.24,0.39,0.15,,-0.93,,-1.2,1,Barklem+2005,BAR05,VMP,,,5.22,5.61,-3.21,-2.8200000000000003,-3.9000000000000004,,-4.17,,0.2699999999999999
HE 2259-3407,6266,4.32,0.16,-2.29,,,0.37,0.0,0.37,,-0.08,,-0.57,1,Barklem+2005,BAR05,VMP,,,6.51,6.51,-1.92,-1.92,-2.37,,-2.86,,0.48999999999999994
HE 2301-4024,5743,3.76,0.57,-2.1,,,0.26,0.0,0.26,,0.1,,0.44,1,Barklem+2005,BAR05,VMP,,,6.59,6.59,-1.84,-1.84,-2.0,,-1.6600000000000001,,-0.33999999999999997
HE 2301-4126,5841,3.66,0.7,-2.37,,,0.35,0.0,0.35,,0.03,,0.06,1,Barklem+2005,BAR05,VMP,,,6.41,6.41,-2.02,-2.02,-2.3400000000000003,,-2.31,,-0.03
HE 2302-2154a,4675,0.9,3.08,-3.9,,,0.38,0.7,1.08,,,,-1.5,1,Hollek+2011,HOL11,EMP,,NO,4.91,5.61,-3.52,-2.82,,,-5.4,,
HE 2304-4153,4663,1.01,2.96,-3.02,,,-0.69,0.75,0.06,,-1.53,,-1.66,1,Barklem+2005,BAR05,EMP,,,4.72,5.47,-3.71,-2.96,-4.55,,-4.68,,0.1299999999999999
HE 2311+0129,5188,2.65,1.51,-2.78,,,0.29,0.01,0.3,,0.2,,-0.24,1,Barklem+2005,BAR05,VMP,,,5.94,5.95,-2.4899999999999998,-2.48,-2.5799999999999996,,-3.0199999999999996,,0.44
HE 2314-1554,5050,2.2,1.91,-3.28,,2.2,1.01,0.01,1.02,,0.16,,-0.77,1,Cohen+2013,COH13,EMP,,NO,6.16,6.17,-2.2699999999999996,-2.26,-3.1199999999999997,,-4.05,,0.93
HE 2318-1621,4846,1.4,2.64,-3.67,,1.24,1.04,0.5,1.54,,-1.0,,-1.61,1,Placco+2014a,PLA4a,EMP,,NO,5.8,6.3,-2.63,-2.13,-4.67,,-5.28,,0.6100000000000001
HE 2319-0852,4724,1.36,2.63,-3.38,,,-0.36,0.52,0.16,,-0.43,,-1.04,1,Barklem+2005,BAR05,EMP,,,4.69,5.21,-3.7399999999999998,-3.2199999999999998,-3.81,,-4.42,,0.6100000000000001
HE 2323-0256,4958,1.84,2.24,-3.97,,2.16,1.06,0.04,1.1,,,,-0.52,1,Yong+2013,YON13,EMP,,NO,5.52,5.56,-2.91,-2.87,,,-4.49,,
HE 2323-6549,5215,2.6,1.56,-3.35,,0.42,0.72,0.01,0.73,,0.03,,-0.58,1,Placco+2014a,PLA4a,EMP,,NO,5.8,5.81,-2.63,-2.62,-3.3200000000000003,,-3.93,,0.61
HE 2325-0755,5665,3.17,1.14,-2.85,,,0.17,0.0,0.17,,-0.14,,-0.62,1,Barklem+2005,BAR05,VMP,,,5.75,5.75,-2.68,-2.68,-2.99,,-3.47,,0.48
HE 2326+0038,5145,2.51,1.63,-2.78,,,0.19,0.01,0.2,,-0.35,,-0.71,1,Barklem+2005,BAR05,VMP,,,5.84,5.85,-2.59,-2.5799999999999996,-3.13,,-3.4899999999999998,,0.36
HE 2327-5642,5050,2.34,1.77,-2.78,,-0.2,0.13,0.01,0.14,,0.4,,0.31,1,Masseron+2010,MAS10,VMP,,,5.78,5.79,-2.65,-2.6399999999999997,-2.38,,-2.4699999999999998,,0.09000000000000002
HE 2329-3702,6060,3.72,0.71,-2.15,,,0.11,0.0,0.11,,0.24,,-0.19,1,Barklem+2005,BAR05,VMP,,,6.39,6.39,-2.04,-2.04,-1.91,,-2.34,,0.43
HE 2333-1358,5020,2.15,1.95,-3.34,,,0.29,0.01,0.3,,-1.77,,,1,Barklem+2005,BAR05,EMP,,,5.38,5.39,-3.05,-3.04,-5.109999999999999,,,,
HE 2335-5958,5765,3.24,1.1,-2.32,,,0.04,0.0,0.04,,0.05,,-0.37,1,Barklem+2005,BAR05,VMP,,,6.15,6.15,-2.28,-2.28,-2.27,,-2.69,,0.42
HE 2338-1311,5582,3.5,0.78,-2.86,,,0.3,0.0,0.3,,,,,1,Barklem+2005,BAR05,VMP,,,5.87,5.87,-2.56,-2.56,,,,,
HE 2338-1618,5515,3.38,0.88,-2.64,,,0.43,0.0,0.43,,-0.12,,,1,Barklem+2005,BAR05,VMP,,,6.22,6.22,-2.21,-2.21,-2.7600000000000002,,,,
HE 2341-2029,6500,4.4,0.15,-2.53,,1.1,1.05,0.0,1.05,,-0.01,,-0.42,1,Cohen+2013,COH13,VMP,,NO,6.95,6.95,-1.4799999999999998,-1.4799999999999998,-2.5399999999999996,,-2.9499999999999997,,0.41
HE 2345-1919,5617,4.46,-0.17,-2.46,,,0.2,0.0,0.2,,-0.18,,-0.51,1,Barklem+2005,BAR05,VMP,,,6.17,6.17,-2.26,-2.26,-2.64,,-2.9699999999999998,,0.33
HE 2347-1334,4453,0.95,2.94,-2.56,,,-0.54,0.75,0.21,,-0.11,,-0.83,1,Barklem+2005,BAR05,VMP,,,5.33,6.08,-3.1,-2.35,-2.67,,-3.39,,0.72
HE 2347-1448,6162,3.98,0.47,-2.31,,,0.46,0.0,0.46,,0.18,,-0.21,1,Barklem+2005,BAR05,VMP,,,6.58,6.58,-1.85,-1.85,-2.13,,-2.52,,0.39
HE 2356-0410,5170,2.45,1.7,-3.19,,1.75,2.27,0.02,2.29,,-0.9,,-0.8,1,Yong+2013,YON13,EMP,,NO,7.51,7.53,-0.9199999999999999,-0.8999999999999999,-4.09,,-3.99,,-0.09999999999999998
HE 2357-0701,5142,2.4,1.74,-3.17,,0.87,0.26,0.01,0.27,,,,-1.34,1,Cohen+2013,COH13,EMP,,,5.52,5.53,-2.91,-2.9,,,-4.51,,
LP 815-43,6533,4.25,0.31,-2.67,,,0.22,0.0,0.22,,-0.01,,,1,Akerman+2004,AKE04,VMP,,,5.98,5.98,-2.4499999999999997,-2.4499999999999997,-2.6799999999999997,,,,
SDSS J0018-09,4600,5.0,-1.05,-2.65,,,-0.88,0.0,-0.88,,,,,1,Aoki+2013,AOK13,VMP,,,4.9,4.9,-3.53,-3.53,,,,,
SDSS J0036-10,6479,4.31,0.23,-2.6,,,2.32,0.0,2.32,,,,0.4,1,Yong+2013,YON13,VMP,,CE,8.15,8.15,-0.28000000000000025,-0.28000000000000025,,,-2.2,,
SDSS J0140+23,5703,3.36,0.96,-4.09,,,1.57,0.0,1.57,,,-0.04,,1,Yong+2013,YON13,UMP,,NO,5.91,5.91,-2.5199999999999996,-2.5199999999999996,,,,-4.13,
SDSS J0259+00,4550,5.0,-1.07,-3.31,,,-0.02,0.0,-0.02,,,,,1,Aoki+2013,AOK13,EMP,,,5.1,5.1,-3.33,-3.33,,,,,
SDSS J0308+05,5950,4.0,0.39,-2.19,,,2.36,0.0,2.36,,,,,1,Aoki+2013,AOK13,VMP,,CE,8.6,8.6,0.16999999999999993,0.16999999999999993,,,,,
SDSS J0351+10,5450,3.6,0.64,-3.18,,,1.55,0.0,1.55,,,,,1,Aoki+2013,AOK13,EMP,,NO,6.8,6.8,-1.6300000000000001,-1.6300000000000001,,,,,
SDSS J0629+83,5550,4.0,0.27,-2.82,,,2.09,0.0,2.09,,,,,1,Aoki+2013,AOK13,VMP,,CE,7.7,7.7,-0.73,-0.73,,,,,
SDSS J0711+67,5350,3.0,1.21,-2.91,,,1.98,0.01,1.99,,,,0.82,0,Aoki+2013,AOK13,VMP,,CE,7.5,7.51,-0.9300000000000002,-0.9200000000000002,,,-2.0900000000000003,,
SDSS J0723+36,5150,2.2,1.94,-3.32,,,1.79,0.02,1.81,,,,,1,Aoki+2013,AOK13,EMP,,NO,6.9,6.92,-1.5299999999999998,-1.5099999999999998,,,,,
SDSS J0741+67,5200,2.5,1.66,-2.87,,,0.74,0.01,0.75,,,,0.26,1,Aoki+2013,AOK13,VMP,,CE,6.3,6.31,-2.13,-2.12,,,-2.6100000000000003,,
SDSS J0817+26,6300,4.0,0.49,-3.16,,,2.41,0.0,2.41,,,,0.77,0,Aoki+2008,AOK08,EMP,,CE,7.68,7.68,-0.75,-0.75,,,-2.39,,
SDSS J0858+35,5200,2.5,1.66,-2.53,,,0.3,0.01,0.31,,,,-0.02,1,Aoki+2013,AOK13,VMP,,,6.2,6.21,-2.23,-2.2199999999999998,,,-2.55,,
SDSS J1029+17,5811,4.0,0.35,-4.99,0.2,,0.7,0.0,0.7,,,,,1,Caffau+2011,CAF11,UMP,,CE,4.14,4.14,-4.29,-4.29,,,,,
SDSS J1241-08,5150,2.5,1.64,-2.73,,,0.5,0.01,0.51,,,,-0.45,1,Aoki+2013,AOK13,VMP,,,6.2,6.21,-2.23,-2.2199999999999998,,,-3.18,,
