Name,Simbad_Identifier,RA_hms,DEC_dms,RA_deg,DEC_deg,Teff,logg,logL,[Fe/H],ul[N/Fe],[N/Fe],[C/Fe],[C/Fe]c,[C/Fe]f,ul[Sr/Fe],[Sr/Fe],ul[Ba/Fe],[Ba/Fe],I/O,Reference,Ref,epsc_c,MP_key,Ncap_key,C_key,epsc,epsc_f,[C/H],[C/H]f,[Sr/H],ul[Sr/H],[Ba/H],ul[Ba/H],[Sr/Ba],ul[Sr/Ba]
HE 1124-2335,HE 1124-2335,11:27:26.9490,-23:52:05.593,171.8623,-23.87,5226,2.68,1.49,-2.95,,,0.76,0.01,0.77,,0.18,,-1.15,1,Barklem+2005b,BAR05b,0.01,VMP,,NO,6.24,6.25,-2.1900000000000004,-2.18,-2.77,,-4.1,,1.3299999999999998,
HE 1126-1735,HE 1126-1735,11:28:51.3986,-17:51:42.823,172.2142,-17.86,5689,3.31,1.01,-2.69,,,0.19,0.0,0.19,,-0.07,,-0.51,1,Barklem+2005b,BAR05b,0.0,VMP,,,5.93,5.93,-2.5,-2.5,-2.76,,-3.2,,0.44,
HE 1127-1143,HE 1127-1143,11:29:50.6275,-12:00:12.581,172.4609,-12.0,5224,2.64,1.53,-2.72,,,0.5,0.01,0.51,,0.34,,0.57,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.21,6.22,-2.22,-2.21,-2.3800000000000003,,-2.1500000000000004,,-0.22999999999999993,
HE 1128-0823,HE 1128-0823,11:30:44.3415,-08:39:54.806,172.6848,-8.67,5909,3.71,0.67,-2.71,,,0.43,0.0,0.43,,0.12,,-0.21,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.15,6.15,-2.28,-2.28,-2.59,,-2.92,,0.32999999999999996,
HE 1131+0141,HE 1131+0141,11:34:32.1334,+01:24:41.762,173.6339,1.41,5236,2.98,1.19,-2.49,,,0.08,0.01,0.09,,0.25,,0.48,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.02,6.03,-2.41,-2.4000000000000004,-2.24,,-2.0100000000000002,,-0.22999999999999998,
HE 1132+0125,HE 1132+0125,11:34:46.7089,+01:09:01.179,173.6946,1.15,5732,3.54,0.79,-2.38,,,0.2,0.0,0.2,,0.07,,-0.21,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.25,6.25,-2.1799999999999997,-2.1799999999999997,-2.31,,-2.59,,0.28,
HE 1132+0204,HE 1132+0204,11:34:51.0067,+01:47:27.921,173.7125,1.79,5046,2.25,1.86,-2.53,,,0.09,0.01,0.1,,-0.12,,-0.74,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.99,6.0,-2.44,-2.4299999999999997,-2.65,,-3.2699999999999996,,0.62,
HE 1133-1641,UCAC4 366-058908,11:36:01.90,-16:57:56.0,174.0079,-16.97,6500,4.2,0.35,-2.82,,,1.09,0.0,1.09,,,,-0.55,1,Cohen+2013,COH13,0.0,VMP,,NO,6.7,6.7,-1.7299999999999998,-1.7299999999999998,,,-3.37,,,
HE 1135-0344,HE 1135-0344,11:38:21.0456,-04:01:24.134,174.5877,-4.02,6154,4.03,0.42,-2.63,,,0.99,0.0,0.99,,0.48,,,1,Barklem+2005b,BAR05b,0.0,VMP,,CE,6.79,6.79,-1.64,-1.64,-2.15,,,,,
HE 1141-0610,UCAC4 418-054821,11:44:22.5608,-06:26:58.775,176.094,-6.45,6750,4.1,0.51,-2.28,,,0.89,0.0,0.89,,0.09,,-0.04,1,Cohen+2013,COH13,0.0,VMP,,NO,7.04,7.04,-1.3899999999999997,-1.3899999999999997,-2.19,,-2.32,,0.13,
HE 1144-1349,BD-13  3442,11:46:50.6525,-14:06:43.458,176.7111,-14.11,6500,4.16,0.39,-2.61,,,0.15,0.0,0.15,,,,,1,Akerman+2004,AKE04,0.0,VMP,,,5.97,5.97,-2.46,-2.46,,,,,,
HE 1148-0037,HE 1148-0037b,11:51:14.9726,-00:54:11.335,177.8124,-0.9,5964,4.16,0.24,-3.47,,,0.8,0.0,0.8,,-0.32,,,1,Barklem+2005b,BAR05b,0.0,EMP,,CE,5.76,5.76,-2.67,-2.67,-3.79,,,,,
HE 1150-0428,HE 1150-0428,11:53:06.6090,-04:45:03.485,178.2775,-4.75,5208,2.54,1.62,-3.47,,2.52,2.37,0.02,2.39,,-0.32,,-0.48,1,Yong+2013a,YON13a,0.02,EMP,,NO,7.33,7.35,-1.1,-1.08,-3.79,,-3.95,,0.15999999999999998,
HE 1201-1512,HE 1201-1512,12:03:37.0449,-15:29:33.236,180.9044,-15.49,5725,3.39,0.94,-3.92,1.29,,1.6,0.0,1.6,,,-0.34,,1,Yong+2013a,YON13a,0.0,EMP,,NO,6.11,6.11,-2.32,-2.32,,,,-4.26,,
HE 1207-2031,HE 1207-2031,12:09:50.8565,-20:47:43.782,182.4619,-20.8,6281,4.4,0.09,-2.82,,,0.6,0.0,0.6,,-0.06,,,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.21,6.21,-2.2199999999999998,-2.2199999999999998,-2.88,,,,,
HE 1208-0040,Ross  453,12:10:55.7733,+00:23:54.332,182.7324,0.4,5995,4.29,0.12,-2.09,,,0.13,0.0,0.13,,,,,1,Akerman+2004,AKE04,0.0,VMP,,,6.47,6.47,-1.96,-1.96,,,,,,
HE 1210+0048,HE 1210+0048,12:13:27.8452,+00:32:11.303,183.366,0.54,6028,3.73,0.69,-2.28,,,0.48,0.0,0.48,,0.03,,-0.14,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.63,6.63,-1.7999999999999998,-1.7999999999999998,-2.25,,-2.42,,0.17,
HE 1210-1956,HE 1210-1956,12:12:50.8771,-20:12:58.347,183.212,-20.22,5790,3.3,1.05,-2.57,,,0.18,0.0,0.18,,0.14,,-0.47,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.04,6.04,-2.3899999999999997,-2.3899999999999997,-2.4299999999999997,,-3.04,,0.61,
HE 1212-0127,HE 1212-0127,12:15:18.2546,-01:43:54.777,183.8261,-1.73,4915,1.85,2.21,-2.16,,,-0.43,0.18,-0.25,,-0.09,,-0.36,1,Barklem+2005b,BAR05b,0.18,VMP,,,5.84,6.02,-2.5900000000000003,-2.41,-2.25,,-2.52,,0.27,
HE 1214-1819,HE 1214-1819,12:17:01.5664,-18:35:54.651,184.2565,-18.6,4916,1.88,2.18,-3.0,,,0.31,0.07,0.38,,0.36,,-0.1,1,Barklem+2005b,BAR05b,0.07,EMP,,,5.74,5.81,-2.69,-2.62,-2.64,,-3.1,,0.45999999999999996,
HE 1215+0149,HE 1215+0149,12:17:43.1497,+01:32:32.887,184.4298,1.54,5098,2.37,1.76,-2.9,,,0.11,0.01,0.12,,0.39,,-0.81,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.64,5.65,-2.79,-2.78,-2.51,,-3.71,,1.2000000000000002,
HE 1217-0540,HE 1217-0540,12:19:53.6585,-05:57:15.802,184.9736,-5.95,5700,4.2,0.12,-2.94,,,0.77,0.0,0.77,,0.23,,,1,Barklem+2005b,BAR05b,0.0,VMP,,CE,6.26,6.26,-2.17,-2.17,-2.71,,,,,
HE 1221-0522,HE 1221-0522,12:24:07.6898,-05:39:11.185,186.032,-5.65,5789,4.04,0.31,-2.84,,,0.49,0.0,0.49,,-0.35,,,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.08,6.08,-2.3499999999999996,-2.3499999999999996,-3.19,,,,,
HE 1221-1948,HE 1221-1948,12:23:47.7424,-20:04:45.795,185.9489,-20.08,6083,3.81,0.62,-3.36,,,1.38,0.0,1.38,,,,,1,Barklem+2005b,BAR05b,0.0,EMP,,CE,6.45,6.45,-1.98,-1.98,,,,,,
HE 1222-0200,HE 1222-0200,12:25:29.3782,-02:17:23.514,186.3724,-2.29,5288,2.72,1.47,-2.44,,,0.19,0.01,0.2,,-0.03,,,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.18,6.19,-2.25,-2.2399999999999998,-2.4699999999999998,,,,,
HE 1222-0336,HE 1222-0336,12:24:52.3998,-03:53:06.248,186.2183,-3.89,6052,3.96,0.46,-2.04,,,0.18,0.0,0.18,,-0.23,,-0.25,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.57,6.57,-1.86,-1.86,-2.27,,-2.29,,0.01999999999999999,
HE 1225+0155,HE 1225+0155,12:28:04.7630,+01:38:32.960,187.0198,1.64,4842,1.8,2.24,-2.75,,,0.22,0.18,0.4,,0.18,,-0.5,1,Barklem+2005b,BAR05b,0.18,VMP,,,5.9,6.08,-2.53,-2.35,-2.57,,-3.25,,0.6799999999999999,
HE 1230-1724,HE 1230-1724,12:32:57.0540,-17:41:27.063,188.2377,-17.69,5952,3.98,0.41,-2.3,,,0.09,0.0,0.09,,0.04,,-0.22,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.22,6.22,-2.21,-2.21,-2.26,,-2.52,,0.26,
HE 1237-3103,HE 1237-3103,12:40:14.6359,-31:20:08.386,190.061,-31.34,4851,1.72,2.32,-2.91,,,-0.1,0.21,0.11,,-0.09,,-0.65,1,Barklem+2005b,BAR05b,0.21,VMP,,,5.42,5.63,-3.0100000000000002,-2.8000000000000003,-3.0,,-3.56,,0.56,
HE 1243-1425,HE 1243-1425,12:46:28.0571,-14:41:33.530,191.6169,-14.69,5507,3.19,1.07,-2.67,,,0.47,0.01,0.48,,0.34,,-0.45,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.23,6.24,-2.2,-2.19,-2.33,,-3.12,,0.79,
HE 1245-0215,SDSS J124822.51-023157.5,12:48:22.5203,-02:31:57.611,192.0938,-2.53,6500,3.8,0.75,-2.85,,,1.66,0.0,1.66,,,,0.29,1,Cohen+2013,COH13,0.0,VMP,,CE,7.24,7.24,-1.1900000000000002,-1.1900000000000002,,,-2.56,,,
HE 1245-1616,HE 1245-1616,12:47:56.7656,-16:32:44.041,191.9865,-16.55,6191,4.04,0.42,-2.98,,,0.68,0.0,0.68,,0.36,,0.19,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.13,6.13,-2.3,-2.3,-2.62,,-2.79,,0.16999999999999998,
HE 1246-1344,HE 1246-1344,12:49:20.2451,-14:00:41.594,192.3344,-14.01,4853,1.65,2.39,-3.4,,,-0.1,0.22,0.12,,-1.15,,,1,Barklem+2005b,BAR05b,0.22,EMP,,,4.93,5.15,-3.5,-3.28,-4.55,,,,,
HE 1247-2114,HE 1247-2114,12:50:05.1153,-21:30:47.480,192.5213,-21.51,5012,2.08,2.02,-2.61,,,0.28,0.02,0.3,,0.46,,-0.48,1,Barklem+2005b,BAR05b,0.02,VMP,,,6.1,6.12,-2.33,-2.31,-2.15,,-3.09,,0.94,
HE 1248-1800,HE 1248-1800,12:51:27.9433,-18:16:30.097,192.8664,-18.28,5288,2.92,1.27,-2.89,,,0.49,0.0,0.49,,-0.16,,-0.18,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.03,6.03,-2.4000000000000004,-2.4000000000000004,-3.0500000000000003,,-3.0700000000000003,,0.01999999999999999,
HE 1249-2932,HE 1249-2932,12:52:18.3606,-29:48:56.798,193.0765,-29.82,4718,1.52,2.47,-2.65,,,-0.45,0.45,0.0,,-0.78,,-1.26,1,Barklem+2005b,BAR05b,0.45,VMP,,,5.33,5.78,-3.1,-2.65,-3.4299999999999997,,-3.91,,0.48,
HE 1249-3121,HE 1249-3121,12:52:05.1363,-31:37:44.915,193.0214,-31.63,5373,3.4,0.82,-3.23,,,1.82,0.0,1.82,,-0.88,,,1,Barklem+2005b,BAR05b,0.0,EMP,,CE,7.02,7.02,-1.41,-1.41,-4.11,,,,,
HE 1251-0104,HE 1251-0104,12:53:52.0739,-01:20:35.515,193.467,-1.34,5084,2.32,1.8,-2.73,,,0.21,0.01,0.22,,-0.12,,-0.42,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.91,5.92,-2.52,-2.51,-2.85,,-3.15,,0.3,
HE 1252+0044,HE 1252+0044,12:55:22.1113,+00:28:00.748,193.8421,0.47,5296,2.98,1.21,-3.28,,,0.5,0.0,0.5,,0.8,,-0.62,1,Barklem+2005b,BAR05b,0.0,EMP,,,5.65,5.65,-2.78,-2.78,-2.4799999999999995,,-3.9,,1.42,
HE 1252-0117,HE 1252-0117,12:54:59.8421,-01:33:35.018,193.7493,-1.56,4847,1.67,2.37,-2.86,,,-0.2,0.27,0.07,,-0.89,,-1.7,1,Barklem+2005b,BAR05b,0.27,VMP,,,5.37,5.64,-3.06,-2.79,-3.75,,-4.56,,0.8099999999999999,
HE 1254+0009,HE 1254+0009,12:57:12.9056,-00:06:39.593,194.3038,-0.11,4865,1.86,2.18,-2.95,,,-0.15,0.08,-0.07,,-0.24,,-0.9,1,Barklem+2005b,BAR05b,0.08,VMP,,,5.33,5.41,-3.1,-3.02,-3.1900000000000004,,-3.85,,0.66,
HE 1256-0228,HE 1256-0228,12:58:38.4647,-02:44:17.511,194.6603,-2.74,4860,1.83,2.21,-2.08,,,-0.08,0.19,0.11,,0.1,,0.07,1,Barklem+2005b,BAR05b,0.19,VMP,,,6.27,6.46,-2.16,-1.97,-1.98,,-2.0100000000000002,,0.03,
HE 1256-0651,HE 1256-0651,12:59:13.0921,-07:07:19.234,194.8046,-7.12,6137,4.05,0.4,-2.36,,,0.52,0.0,0.52,,-0.25,,-0.36,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.59,6.59,-1.8399999999999999,-1.8399999999999999,-2.61,,-2.7199999999999998,,0.10999999999999999,
HE 1258-1317,UCAC4 383-063743,13:00:44.20,-13:33:26.0,195.1842,-13.56,5175,2.5,1.65,-2.9,,,0.17,0.01,0.18,,,,-0.99,1,Cohen+2013,COH13,0.01,VMP,,,5.7,5.71,-2.73,-2.7199999999999998,,,-3.8899999999999997,,,
HE 1259-0621,HE 1259-0621,13:01:51.1334,-06:37:14.149,195.4631,-6.62,5787,3.68,0.67,-2.64,,,0.37,0.0,0.37,,0.17,,-0.02,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.16,6.16,-2.27,-2.27,-2.47,,-2.66,,0.19,
HE 1300-0641,HE 1300-0641,13:03:34.1329,-06:57:20.869,195.8922,-6.96,5308,2.96,1.24,-3.14,,,1.2,0.01,1.21,,-0.5,,-0.86,1,Barklem+2005b,BAR05b,0.01,EMP,,NO,6.49,6.5,-1.9400000000000002,-1.9300000000000002,-3.64,,-4.0,,0.36,
HE 1300-0642,HE 1300-0642,13:03:23.3955,-06:58:23.230,195.8475,-6.97,5173,2.68,1.47,-3.02,,,0.3,0.01,0.31,,-0.12,,-0.43,1,Barklem+2005b,BAR05b,0.01,EMP,,,5.71,5.72,-2.72,-2.71,-3.14,,-3.45,,0.31,
HE 1300-2201,HE 1300-2201,13:03:17.3213,-22:17:37.979,195.8222,-22.29,6332,4.64,-0.14,-2.61,,,0.92,0.0,0.92,,0.38,,-0.13,1,Barklem+2005b,BAR05b,0.0,VMP,,NO,6.74,6.74,-1.69,-1.69,-2.23,,-2.7399999999999998,,0.51,
HE 1300-2431,HE 1300-2431,13:03:00.0415,-24:47:12.250,195.7502,-24.79,5029,1.96,2.14,-3.25,,,-0.2,0.01,-0.19,,-0.29,,-0.5,1,Barklem+2005b,BAR05b,0.01,EMP,,,4.98,4.99,-3.45,-3.44,-3.54,,-3.75,,0.21000000000000002,
HE 1305-0331,HE 1305-0331,13:07:58.9409,-03:47:40.390,196.9956,-3.79,6081,4.22,0.21,-3.26,,,1.09,0.0,1.09,,-0.07,,,1,Barklem+2005b,BAR05b,0.0,EMP,,CE,6.26,6.26,-2.17,-2.17,-3.3299999999999996,,,,,
HE 1311-0131,HE 1311-0131,13:13:42.0399,-01:47:15.471,198.4252,-1.79,4825,1.5,2.53,-3.15,,,0.33,0.4,0.73,,,,-0.62,1,Hollek+2011,HOLj11,0.4,EMP,,NO,5.61,6.01,-2.82,-2.42,,,-3.77,,,
HE 1311-1412,HE 1311-1412,13:13:41.9979,-14:28:24.669,198.425,-14.47,4796,1.5,2.52,-2.88,,,-0.19,0.44,0.25,,0.04,,-0.11,1,Barklem+2005b,BAR05b,0.44,VMP,,,5.36,5.8,-3.07,-2.63,-2.84,,-2.9899999999999998,,0.15,
HE 1314-3036,HE 1314-3036,13:17:29.2237,-30:51:50.705,199.3718,-30.86,4757,1.54,2.47,-2.98,,,-0.17,0.39,0.22,,-0.02,,-0.1,1,Barklem+2005b,BAR05b,0.39,VMP,,,5.28,5.67,-3.15,-2.76,-3.0,,-3.08,,0.08,
HE 1320-1339,BD-13  3695,13:22:44.1122,-13:55:31.431,200.6838,-13.93,4935,1.69,2.38,-2.78,,,-0.55,0.27,-0.28,,0.33,,-0.48,1,Barklem+2005b,BAR05b,0.27,VMP,,,5.1,5.37,-3.33,-3.0599999999999996,-2.4499999999999997,,-3.26,,0.81,
HE 1330-0354,HE 1330-0354,13:33:10.6751,-04:10:05.801,203.2945,-4.17,6257,4.13,0.35,-2.29,,,0.96,0.0,0.96,,0.11,,-0.56,1,Barklem+2005b,BAR05b,0.0,VMP,,NO,7.1,7.1,-1.33,-1.33,-2.18,,-2.85,,0.67,
HE 1330-0607,HE 1330-0607,13:32:56.5723,-06:22:30.678,203.2357,-6.38,5094,2.3,1.82,-2.33,,,0.17,0.01,0.18,,-0.35,,-0.81,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.27,6.28,-2.16,-2.15,-2.68,,-3.14,,0.4600000000000001,
HE 1332-0309,HE 1332-0309,13:34:37.8879,-03:24:52.788,203.6579,-3.41,5125,2.4,1.73,-2.46,,,0.17,0.01,0.18,,0.4,,,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.14,6.15,-2.29,-2.28,-2.06,,,,,
HE 1333-0340,HE 1333-0340,13:35:51.4276,-03:55:48.529,203.9643,-3.93,6053,4.18,0.24,-2.64,,,0.38,0.0,0.38,,0.37,,,1,Zhang+2011,ZHA11,0.0,VMP,,,6.17,6.17,-2.2600000000000002,-2.2600000000000002,-2.27,,,,,
HE 1335+0135,HE 1335+0135,13:37:53.8660,+01:20:27.152,204.4744,1.34,5246,2.94,1.24,-2.47,,,0.09,0.01,0.1,,0.14,,-0.82,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.05,6.06,-2.3800000000000003,-2.37,-2.33,,-3.29,,0.96,
HE 1337+0012,Wolf 1492,13:40:02.4921,-00:02:18.750,205.0104,-0.04,6390,4.38,0.14,-3.25,,1.57,0.5,0.0,0.5,,0.28,,-0.25,1,Aoki+2006b,AOK06b,0.0,EMP,,,5.68,5.68,-2.75,-2.75,-2.9699999999999998,,-3.5,,0.53,
HE 1337-0453,HE 1337-0453,13:39:58.2232,-05:08:31.567,204.9926,-5.14,5938,3.56,0.83,-2.34,,,0.08,0.0,0.08,,0.25,,-0.29,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.17,6.17,-2.26,-2.26,-2.09,,-2.63,,0.54,
HE 1338-0052,HE 1338-0052,13:40:59.2397,-01:07:19.968,205.2468,-1.12,5856,3.7,0.67,-3.0,,,1.32,0.0,1.32,,,,-0.02,1,Cohen+2013,COH13,0.0,EMP,,NO,6.75,6.75,-1.68,-1.68,,,-3.02,,,
HE 1345-0206,HE 1345-0206a,13:48:15.9985,-02:21:46.885,207.0667,-2.36,5006,2.22,1.87,-2.82,,,0.3,0.01,0.31,,-0.33,,-1.15,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.91,5.92,-2.52,-2.51,-3.15,,-3.9699999999999998,,0.8199999999999998,
HE 1351-1049,HE 1351-1049,13:53:57.1289,-11:04:24.397,208.488,-11.07,5204,2.85,1.31,-3.46,,,1.46,0.01,1.47,,0.13,,0.05,1,Barklem+2005b,BAR05b,0.01,EMP,,CE,6.43,6.44,-2.0,-1.99,-3.33,,-3.41,,0.08,
HE 1405-2512,UCAC4 323-073878,14:08:21.6000,-25:26:30.000,212.09,-25.44,5602,3.3,0.99,-2.8,,,0.52,0.0,0.52,,,,-1.15,1,Cohen+2013,COH13,0.0,VMP,,,6.15,6.15,-2.28,-2.28,,,-3.9499999999999997,,,
HE 1410+0213,HE 1410+0213,14:13:06.5623,+01:59:21.911,213.2773,1.99,5000,2.0,2.09,-2.14,,1.76,1.71,0.05,1.76,,,,-0.26,1,Cohen+2013,COH13,0.05,VMP,,NO,8.0,8.05,-0.43000000000000016,-0.3800000000000001,,,-2.4000000000000004,,,
HE 1419-1759,HE 1419-1759,14:22:17.6988,-18:13:29.653,215.5737,-18.22,4809,1.63,2.39,-3.17,,,-0.24,0.28,0.04,,-0.17,,-0.86,1,Barklem+2005b,BAR05b,0.28,EMP,,,5.02,5.3,-3.41,-3.13,-3.34,,-4.03,,0.69,
HE 1421-2006,HE 1421-2006,14:23:50.4355,-20:20:10.643,215.9601,-20.34,5687,3.73,0.59,-2.65,,,0.26,0.0,0.26,,0.0,,-0.18,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.04,6.04,-2.3899999999999997,-2.3899999999999997,-2.65,,-2.83,,0.18,
HE 1430-0026,HE 1430-0026,14:33:16.2777,-00:39:47.778,218.3178,-0.66,5855,4.12,0.25,-2.78,,,0.48,0.0,0.48,,-0.12,,-0.31,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.13,6.13,-2.3,-2.3,-2.9,,-3.09,,0.19,
HE 1431-2142,HE 1431-2142,14:34:06.7074,-21:55:16.717,218.5279,-21.92,6137,4.1,0.35,-2.6,,,0.44,0.0,0.44,,0.07,,0.08,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.27,6.27,-2.16,-2.16,-2.5300000000000002,,-2.52,,-0.009999999999999995,
HE 1432-1819,UCAC4 358-070119,14:35:22.8327,-18:32:21.932,218.8451,-18.54,5975,3.6,0.8,-2.56,,,0.83,0.0,0.83,,,,-0.67,1,Cohen+2013,COH13,0.0,VMP,,NO,6.7,6.7,-1.73,-1.73,,,-3.23,,,
HE 1439-0218,UCAC4 438-059829,14:41:58.3240,-02:31:27.158,220.493,-2.52,6150,3.7,0.75,-2.65,,,0.66,0.0,0.66,,,,-0.15,1,Cohen+2013,COH13,0.0,VMP,,,6.44,6.44,-1.9899999999999998,-1.9899999999999998,,,-2.8,,,
HE 1446-0140,UCAC4 441-059100,14:49:29.6264,-01:52:42.341,222.3734,-1.88,6090,4.4,0.03,-2.38,,,0.14,0.0,0.14,,,,-0.16,1,Cohen+2013,COH13,0.0,VMP,,,6.19,6.19,-2.2399999999999998,-2.2399999999999998,,,-2.54,,,
HE 1456+0230,HE 1456+0230,14:59:22.6620,+02:18:15.784,224.8444,2.3,5664,2.2,2.11,-3.32,,2.84,2.14,0.02,2.16,,,,-0.19,1,Cohen+2013,COH13,0.02,EMP,,NO,7.25,7.27,-1.1799999999999997,-1.1599999999999997,,,-3.51,,,
HE 1500-1628,HE 1500-1628,15:02:56.6325,-16:40:07.192,225.736,-16.67,4807,1.5,2.52,-2.38,,,-0.01,0.48,0.47,,-1.66,,-1.72,1,Cohen+2013,COH13,0.48,VMP,,,6.04,6.52,-2.3899999999999997,-1.91,-4.04,,-4.1,,0.06000000000000005,
HE 1506-0113,HE 1506-0113,15:09:14.2925,-01:24:56.730,227.3096,-1.42,5016,2.01,2.09,-3.54,,0.61,1.47,0.02,1.49,,,,-0.8,1,Yong+2013a,YON13a,0.02,EMP,,NO,6.36,6.38,-2.0700000000000003,-2.05,,,-4.34,,,
HE 2123-0329,HE 2123-0329,21:26:08.9581,-03:16:58.787,321.5373,-3.28,4725,1.15,2.84,-3.22,,,0.4,0.66,1.06,,,,-0.85,1,Hollek+2011,HOLj11,0.66,EMP,,NO,5.61,6.27,-2.8200000000000003,-2.16,,,-4.07,,,
HE 2133-1432,HE 2133-1432,21:36:22.5405,-14:19:20.289,324.0939,-14.32,5716,3.46,0.86,-2.02,,,0.08,0.0,0.08,,0.21,,-0.1,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.49,6.49,-1.94,-1.94,-1.81,,-2.12,,0.31,
HE 2134+0001,HE 2134+0001,21:37:08.1917,+00:15:04.521,324.2841,0.25,5257,3.0,1.18,-2.22,,,0.16,0.01,0.17,,0.02,,-0.47,1,Barklem+2005b,BAR05b,0.01,VMP,,,6.37,6.38,-2.06,-2.0500000000000003,-2.2,,-2.6900000000000004,,0.49,
HE 2138-0314,2MASS J21404159-0301171,21:40:41.5956,-03:01:17.002,325.1733,-3.02,5015,1.9,2.2,-3.29,,,0.78,0.04,0.82,,,,-0.85,1,Hollek+2011,HOLj11,0.04,EMP,,NO,5.92,5.96,-2.51,-2.47,,,-4.14,,,
HE 2139-1851,HE 2139-1851,21:42:29.5068,-18:37:50.728,325.6229,-18.63,4925,1.86,2.21,-3.24,,,0.45,0.05,0.5,,0.39,,-0.95,1,Barklem+2005b,BAR05b,0.05,EMP,,,5.64,5.69,-2.79,-2.74,-2.85,,-4.19,,1.3399999999999999,
HE 2141-3741,HE 2141-3741,21:44:51.1647,-37:27:55.017,326.2132,-37.47,4945,1.0,3.07,-3.3,,1.37,0.07,0.76,0.83,,-0.57,,-1.28,1,Placco+2014a,PLA14a,0.76,EMP,,NO,5.2,5.96,-3.23,-2.4699999999999998,-3.8699999999999997,,-4.58,,0.7100000000000001,
HE 2142-5656,HE 2142-5656,21:46:20.5008,-56:42:18.008,326.5854,-56.71,4939,1.85,2.22,-2.87,,0.54,0.95,0.1,1.05,,,,-0.63,1,Yong+2013a,YON13a,0.1,VMP,,NO,6.51,6.61,-1.9200000000000002,-1.82,,,-3.5,,,
HE 2143+0030,HE 2143+0030,21:46:12.0743,+00:44:45.822,326.5503,0.75,4688,1.5,2.48,-2.43,,,-0.4,0.5,0.1,,0.01,,-0.43,1,Barklem+2005b,BAR05b,0.5,VMP,,,5.6,6.1,-2.83,-2.33,-2.4200000000000004,,-2.8600000000000003,,0.44,
HE 2145-3025,HE 2145-3025,21:48:43.3366,-30:11:08.365,327.1806,-30.19,5608,2.22,2.07,-2.69,,,-0.24,0.01,-0.23,,0.56,,-0.36,1,Barklem+2005b,BAR05b,0.01,VMP,,,5.5,5.51,-2.9299999999999997,-2.92,-2.13,,-3.05,,0.92,
HE 2148-1105a,TYC 5793-10-1,21:50:41.5075,-10:50:58.349,327.6729,-10.85,4400,0.2,3.67,-2.98,,,-0.42,0.75,0.33,,,,-1.09,1,Hollek+2011,HOLj11,0.75,VMP,,,5.03,5.78,-3.4,-2.65,,,-4.07,,,
HE 2151-2858,HE 2151-2858,21:54:01.5797,-28:44:20.065,328.5066,-28.74,5598,4.14,0.15,-2.38,,,0.06,0.0,0.06,,-0.18,,-0.3,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.11,6.11,-2.32,-2.32,-2.56,,-2.6799999999999997,,0.12,
HE 2153-2719,HE 2153-2719,21:56:04.0744,-27:04:49.793,329.017,-27.08,4898,2.01,2.05,-2.49,,,0.08,0.03,0.11,,0.1,,-0.74,1,Barklem+2005b,BAR05b,0.03,VMP,,,6.02,6.05,-2.41,-2.3800000000000003,-2.39,,-3.2300000000000004,,0.84,
HE 2155+0136,HE 2155+0136,21:57:37.5507,+01:50:20.123,329.4065,1.84,5331,3.22,0.98,-2.07,,,-0.04,0.0,-0.04,,-0.02,,0.09,1,Barklem+2005b,BAR05b,0.0,VMP,,,6.32,6.32,-2.11,-2.11,-2.09,,-1.9799999999999998,,-0.11,
HE 2156-3130,HE 2156-3130,21:59:05.7785,-31:16:12.133,329.7741,-31.27,4692,1.28,2.7,-3.13,,,0.65,0.54,1.19,,-0.8,,0.43,1,Barklem+2005b,BAR05b,0.54,EMP,,CE,5.95,6.49,-2.48,-1.94,-3.9299999999999997,,-2.6999999999999997,,-1.23,
