JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
5607,1,HOL20,Holmbeck+2020,,J13421261-1417354,,,,MP,,,,13:42:12.60,-14:17:35.48,205.5525,-14.29319,,,,,10.2,,,,,,4542.0,1.07,-1.63,2.44,,,6.19,,,,,,,,,,,,,,,,,5.87,,,,,,,,,,1.33,,,,,,,,,,,,0.31,,,,,,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5608,1,HOL20,Holmbeck+2020,,J13530579-4438041,,R1,,EMP,,,,13:53:05.80,-44:38:03.98,208.27417,-44.63444,,,,,12.2,,,,,,4576.0,0.84,-3.31,2.85,,,4.92,,,,,,,,,,,,,,,,,4.1899999999999995,,,,,,,,,,-0.73,,,,,,,,,,,,-2.2,,,,,,-2.19,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5609,1,HOL20,Holmbeck+2020,,J13573542-3032486,,R1,,VMP,,,,13:57:35.40,-30:32:48.01,209.3975,-30.54667,,,,,12.5,,,,,,5289.0,2.49,-2.12,1.85,,,6.61,,,,,,,,,,,,,,,,,5.38,,,,,,,,,,0.37,,,,,,,,,,,,-0.39,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5610,2,HOL20,Holmbeck+2020,,J14030859-3214014,,R1,,VMP,,,,14:03:08.60,-32:14:01.39,210.78583,-32.23372,,,,,11.0,,,,,,4471.0,0.96,-2.53,2.77,,,5.14,,,,,,,,,,,,,,,,,4.970000000000001,,,,,,,,,,0.61,,,,,,,,,,,,-0.24,,,,,,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5611,1,HOL20,Holmbeck+2020,,J14032900-5250429,,R1,,MP,,,,14:03:29.00,-52:50:42.00,210.87083,-52.845,,,,,10.6,,,,,,5121.0,2.65,-1.86,1.57,,,6.52,,,,,,,,,,,,,,,,,5.64,,,,,,,,,,1.16,,,,,,,,,,,,0.42,,,,,,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5612,1,HOL20,Holmbeck+2020,,J14091000-3013572,,,,MP,,,,14:09:10.00,-30:13:57.68,212.29167,-30.23269,,,,,10.7,,,,,,5166.0,2.82,-1.8,1.59,,,6.58,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,1.37,,,,,,,,,,,,0.68,,,,,,-1.04,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5613,1,HOL20,Holmbeck+2020,,J14155955-3219255,,R1,,VMP,,,,14:15:59.60,-32:19:25.50,213.99833,-32.32375,,,,,11.5,,,,,,4486.0,1.0,-2.58,2.81,,,5.04,,,,,,,,,,,,,,,,,4.92,,,,,,,,,,0.18,,,,,,,,,,,,-0.66,,,,,,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5614,1,HOL20,Holmbeck+2020,,J14165685+1215598,,,,VMP,,,,14:16:56.90,+12:15:59.80,214.23708,12.26661,,,,,12.9,,,,,,4802.0,1.38,-2.74,2.55,,,5.82,,,,,,,,,,,,,,,,,4.76,,,,,,,,,,-0.18,,,,,,,,,,,,-1.6,,,,,,-2.23,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5615,2,HOL20,Holmbeck+2020,,J14180866-2842077,,R1,,VMP,,,,14:18:08.70,-28:42:07.88,214.53625,-28.70219,,,,,10.7,,,,,,4639.0,1.18,-2.5,2.35,,,5.58,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,0.04,,,,,,,,,,,,-0.45,,,,,,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5616,1,HOL20,Holmbeck+2020,,J14254628-1546301,,,,VMP,,,,14:25:46.30,-15:46:30.22,216.44292,-15.77506,,,,,10.9,,,,,,4305.0,0.64,-2.26,2.2,,,5.72,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,0.46,,,,,,,,,,,,-0.36,,,,,,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5617,1,HOL20,Holmbeck+2020,,J14283907-2044594,,,,MP,,,,14:28:39.10,-20:44:59.50,217.16292,-20.74986,,,,,10.6,,,,,,4815.0,1.79,-1.6,1.82,,,6.23,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,1.42,,,,,,,,,,,,0.85,,,,,,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5618,1,HOL20,Holmbeck+2020,,J14354680-1124122,,R2,,MP,,,,14:35:46.80,-11:24:12.31,218.945,-11.40342,,,,,10.1,,,,,,5079.0,2.68,-1.1,1.84,,,7.28,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,2.15,,,,,,,,,,,,1.5,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5619,1,HOL20,Holmbeck+2020,,J14392683-1949132,,,CE,VMP,,,,14:39:26.80,-19:49:13.01,219.86167,-19.82028,,,,,11.3,,,,,,5072.0,2.22,-2.27,1.98,,,7.21,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,1.2,,,,,,,,,,,,0.23,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5620,1,HOL20,Holmbeck+2020,,J14435196-2106283,,RL,,MP,,,,14:43:52.00,-21:06:28.19,220.96667,-21.10783,,,,,10.9,,,,,,4486.0,1.04,-1.93,2.49,,,5.55,,,,,,,,,,,,,,,,,5.57,,,,,,,,,,1.12,,,,,,,,,,,,-0.2,,,,,,-1.71,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5621,1,HOL20,Holmbeck+2020,,J14533307-4428301,,RL,,VMP,,,,14:53:33.10,-44:28:30.11,223.38792,-44.47503,,,,,10.9,,,,,,4701.0,1.0,-2.56,2.28,,,5.07,,,,,,,,,,,,,,,,,4.9399999999999995,,,,,,,,,,0.16,,,,,,,,,,,,-1.16,,,,,,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5622,1,HOL20,Holmbeck+2020,,J14560449-3950349,,,,MP,,,,14:56:04.50,-39:50:34.69,224.01875,-39.84297,,,,,11.1,,,,,,4612.0,1.36,-1.74,2.18,,,6.09,,,,,,,,,,,,,,,,,5.76,,,,,,,,,,1.33,,,,,,,,,,,,0.37,,,,,,-1.14,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5623,1,HOL20,Holmbeck+2020,,J14592981-3852558,,R2,,VMP,,,,14:59:29.80,-38:52:55.99,224.87417,-38.88222,,,,,11.1,,,,,,4484.0,0.83,-2.4,2.38,,,5.08,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,0.7,,,,,,,,,,,,-0.09,,,,,,-0.95,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5624,1,HOL20,Holmbeck+2020,,J15023852-4602066,,,,VMP,,,,15:02:38.50,-46:02:06.61,225.66042,-46.03517,,,,,11.1,,,,,,4806.0,1.66,-2.23,2.09,,,6.04,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,0.38,,,,,,,,,,,,-0.66,,,,,,-1.87,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5625,1,HOL20,Holmbeck+2020,,J15062866-1428038,,R1,,VMP,,,,15:06:28.60,-14:28:04.01,226.61917,-14.46778,,,,,11.3,,,,,,5278.0,3.16,-2.23,1.35,,,6.12,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,0.81,,,,,,,,,,,,-0.06,,,,,,-1.06,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5626,1,HOL20,Holmbeck+2020,,J15141994-4359554,,,,VMP,,,,15:14:19.90,-43:59:55.28,228.58292,-43.99869,,,,,11.7,,,,,,4589.0,0.73,-2.43,2.55,,,5.69,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,0.55,,,,,,,,,,,,-0.57,,,,,,-1.89,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5627,1,HOL20,Holmbeck+2020,,J15155734-1054220,,R1,,MP,,,,15:15:57.40,-10:54:22.10,228.98917,-10.90614,,,,,11.0,,,,,,4856.0,1.68,-1.71,2.09,,,6.74,,,,,,,,,,,,,,,,,5.79,,,,,,,,,,1.6,,,,,,,,,,,,0.99,,,,,,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5628,1,HOL20,Holmbeck+2020,,J15230675-7930072,,R1,,VMP,,,,15:23:06.70,-79:30:07.31,230.77792,-79.50203,,,,,13.2,,,,,,4737.0,1.07,-2.55,1.93,,,6.16,,,,,,,,,,,,,,,,,4.95,,,,,,,,,,1.03,,,,,,,,,,,,-0.8,,,,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5629,1,HOL20,Holmbeck+2020,,J15293404-3906241,,R1,,VMP,,,,15:29:34.10,-39:06:25.20,232.39208,-39.107,,,,,11.4,,,,,,4492.0,0.66,-2.75,3.07,,,4.88,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,-0.24,,,,,,,,,,,,-0.73,,,,,,-1.89,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5630,1,HOL20,Holmbeck+2020,,J15320193-2211091,,,,VMP,,,,15:32:01.90,-22:11:09.31,233.00792,-22.18592,,,,,12.1,,,,,,4868.0,1.23,-2.37,2.15,,,5.61,,,,,,,,,,,,,,,,,5.13,,,,,,,,,,0.45,,,,,,,,,,,,-0.16,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5631,1,HOL20,Holmbeck+2020,,J15360493+0247300,,,,VMP,,,,15:36:04.90,+02:47:30.01,234.02042,2.79167,,,,,12.7,,,,,,4779.0,1.81,-2.42,2.47,,,5.73,,,,,,,,,,,,,,,,,5.08,,,,,,,,,,0.57,,,,,,,,,,,,-1.1,,,,,,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5632,2,HOL20,Holmbeck+2020,,J15573010-2939228,,,,MP,,,,15:57:30.10,-29:39:22.72,239.37542,-29.65631,,,,,13.1,,,,,,5562.0,3.59,-1.74,2.13,,,6.69,,,,,,,,,,,,,,,,,5.76,,,,,,,,,,1.39,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5633,1,HOL20,Holmbeck+2020,,J15582703-1136532,,,,MP,,,,15:58:27.00,-11:36:53.32,239.6125,-11.61481,,,,,10.4,,,,,,4736.0,1.46,-1.61,1.68,,,6.68,,,,,,,,,,,,,,,,,5.89,,,,,,,,,,1.45,,,,,,,,,,,,1.38,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5634,2,HOL20,Holmbeck+2020,,J16064231-1632461,,,,VMP,,,,16:06:42.30,-16:32:46.10,241.67625,-16.54614,,,,,,,,,,,4444.0,1.13,-2.17,2.1,,,5.26,,,,,,,,,,,,,,,,,5.33,,,,,,,,,,0.95,,,,,,,,,,,,-0.12,,,,,,-1.85,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5635,2,HOL20,Holmbeck+2020,,J16285613-1014576,,,,MP,,,,16:28:56.10,-10:14:57.70,247.23375,-10.24936,,,,,10.5,,,,,,5078.0,1.8,-1.93,2.07,,,6.18,,,,,,,,,,,,,,,,,5.57,,,,,,,,,,1.17,,,,,,,,,,,,0.66,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5636,1,HOL20,Holmbeck+2020,,J16524315-6719521,,R1,,VMP,,,,16:52:43.10,-67:19:52.21,253.17958,-67.33117,,,,,12.9,,,,,,5333.0,1.9,-2.58,2.3,,,6.35,,,,,,,,,,,,,,,,,4.92,,,,,,,,,,0.21,,,,,,,,,,,,-1.4,,,,,,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5637,1,HOL20,Holmbeck+2020,,J17013206-5507454,,,,VMP,,,,17:01:32.10,-55:07:45.70,255.38375,-55.12936,,,,,13.4,,,,,,5094.0,1.8,-2.1,1.91,,,6.76,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,0.81,,,,,,,,,,,,-0.02,,,,,,-1.28,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5638,1,HOL20,Holmbeck+2020,,J17383643-5358288,,R1,,VMP,,,,17:38:36.40,-53:58:28.81,264.65167,-53.97467,,,,,11.1,,,,,,4671.0,0.87,-2.23,2.42,,,5.47,,,,,,,,,,,,,,,,,5.27,,,,,,,,,,0.61,,,,,,,,,,,,-0.06,,,,,,-1.16,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5639,1,HOL20,Holmbeck+2020,,J17414840-5340354,,R1,,VMP,,,,17:41:48.40,-53:40:35.18,265.45167,-53.67644,,,,,10.7,,,,,,4580.0,1.17,-2.14,2.27,,,5.74,,,,,,,,,,,,,,,,,5.359999999999999,,,,,,,,,,0.98,,,,,,,,,,,,0.04,,,,,,-0.99,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5640,1,HOL20,Holmbeck+2020,,J18050641-4907579,,R2,,VMP,,,,18:05:06.40,-49:07:58.01,271.27667,-49.13278,,,,,11.1,,,,,,4430.0,1.03,-2.58,2.44,,,5.15,,,,,,,,,,,,,,,,,4.92,,,,,,,,,,0.39,,,,,,,,,,,,-0.25,,,,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5641,1,HOL20,Holmbeck+2020,,J18272347-5133001,,R1,,MP,,,,18:27:23.50,-51:33:00.22,276.84792,-51.55006,,,,,10.9,,,,,,4583.0,1.53,-1.85,2.37,,,6.11,,,,,,,,,,,,,,,,,5.65,,,,,,,,,,1.45,,,,,,,,,,,,0.51,,,,,,-0.77,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5642,1,HOL20,Holmbeck+2020,,J18301354-4555101,,R2,CE,VMP,,,,18:30:13.60,-45:55:10.09,277.55667,-45.91947,,,,,12.1,,,,,,5035.0,1.89,-2.98,1.86,,,7.08,,,,,,,,,,,,,,,,,4.52,,,,,,,,,,-0.88,,,,,,,,,,,,-0.71,,,,,,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5643,2,HOL20,Holmbeck+2020,,J19050116-1949280,,,,MP,,,,19:05:01.20,-19:49:28.42,286.255,-19.82456,,,,,10.2,,,,,,4780.0,1.4,-1.82,2.03,,,6.16,,,,,,,,,,,,,,,,,5.68,,,,,,,,,,1.18,,,,,,,,,,,,0.69,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5644,2,HOL20,Holmbeck+2020,,J19175585-5440147,,,,VMP,,,,19:17:55.80,-54:40:14.02,289.4825,-54.67056,,,,,10.8,,,,,,4738.0,1.28,-2.75,2.05,,,5.88,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,-0.11,,,,,,,,,,,,-1.03,,,,,,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5645,1,HOL20,Holmbeck+2020,,J19232941-4425432,,R1,,VMP,,,,19:23:29.40,-44:25:43.50,290.8725,-44.42875,,,,,11.1,,,,,,4437.0,1.01,-2.07,2.42,,,5.41,,,,,,,,,,,,,,,,,5.43,,,,,,,,,,0.85,,,,,,,,,,,,0.11,,,,,,-1.17,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5646,1,HOL20,Holmbeck+2020,,J19345326-3236567,,R1,,VMP,,,,19:34:53.30,-32:36:56.99,293.72208,-32.61583,,,,,11.1,,,,,,4634.0,1.16,-2.17,2.2,,,5.86,,,,,,,,,,,,,,,,,5.33,,,,,,,,,,0.85,,,,,,,,,,,,0.08,,,,,,-1.02,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5647,1,HOL20,Holmbeck+2020,,J19441170-3526278,,R1,,VMP,,,,19:44:11.70,-35:26:28.28,296.04875,-35.44119,,,,,10.4,,,,,,4513.0,0.99,-2.13,2.48,,,5.6,,,,,,,,,,,,,,,,,5.37,,,,,,,,,,0.99,,,,,,,,,,,,0.3,,,,,,-1.21,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5648,1,HOL20,Holmbeck+2020,,J19445483-4039459,,R1,,MP,,,,19:44:54.70,-40:39:46.80,296.22792,-40.663,,,,,10.6,,,,,,4500.0,1.16,-1.92,1.87,,,6.24,,,,,,,,,,,,,,,,,5.58,,,,,,,,,,1.16,,,,,,,,,,,,0.39,,,,,,-1.07,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5649,2,HOL20,Holmbeck+2020,,J19451414-1729269,,R1,,VMP,,,,19:45:14.10,-17:29:27.89,296.30875,-17.49108,,,,,9.2,,,,,,4631.0,1.23,-2.63,2.16,,,5.55,,,,,,,,,,,,,,,,,4.87,,,,,,,,,,0.49,,,,,,,,,,,,-0.48,,,,,,-1.56,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5650,1,HOL20,Holmbeck+2020,,J19510180-6331111,,R1,,VMP,,,,19:51:01.80,-63:31:11.10,297.7575,-63.51975,,,,,10.5,,,,,,4721.0,1.6,-2.09,1.74,,,6.25,,,,,,,,,,,,,,,,,5.41,,,,,,,,,,1.17,,,,,,,,,,,,0.45,,,,,,-1.21,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5651,2,HOL20,Holmbeck+2020,,J19584974-1812109,,,,VMP,,,,19:58:49.70,-18:12:10.80,299.70708,-18.203,,,,,,,,,,,4785.0,1.53,-2.99,1.94,,,5.57,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,-1.04,,,,,,,,,,,,-1.58,,,,,,-2.27,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5652,1,HOL20,Holmbeck+2020,,J20000364-3301351,,R2,,MP,,,,20:00:03.60,-33:01:35.29,300.015,-33.02647,,,,,11.3,,,,,,4474.0,1.12,-1.89,2.06,,,5.69,,,,,,,,,,,,,,,,,5.61,,,,,,,,,,1.18,,,,,,,,,,,,0.31,,,,,,-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5653,1,HOL20,Holmbeck+2020,,J20005766-2541488,,R1,,VMP,,,,20:00:57.60,-25:41:49.09,300.24,-25.69697,,,,,10.9,,,,,,4731.0,1.69,-2.01,1.76,,,6.37,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,1.46,,,,,,,,,,,,0.52,,,,,,-1.09,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5654,2,HOL20,Holmbeck+2020,,J20080083-2759265,,R1,,VMP,,,,20:08:00.80,-27:59:26.59,302.00333,-27.99072,,,,,10.9,,,,,,4481.0,1.0,-2.16,2.12,,,5.52,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,0.96,,,,,,,,,,,,0.02,,,,,,-1.29,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5655,1,HOL20,Holmbeck+2020,,J20100948-4408274,,,,VMP,,,,20:10:09.50,-44:08:27.49,302.53958,-44.14097,,,,,12.8,,,,,,4698.0,1.02,-2.78,2.2,,,5.65,,,,,,,,,,,,,,,,,4.720000000000001,,,,,,,,,,-0.21,,,,,,,,,,,,-1.1,,,,,,-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5656,2,HOL20,Holmbeck+2020,,J20103193-3558546,,R1,,VMP,,,,20:10:31.90,-35:58:54.70,302.63292,-35.98186,,,,,11.4,,,,,,4931.0,1.04,-2.56,2.15,,,5.67,,,,,,,,,,,,,,,,,4.9399999999999995,,,,,,,,,,0.49,,,,,,,,,,,,-0.41,,,,,,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5657,1,HOL20,Holmbeck+2020,,J20152296-3740178,,,,VMP,,,,20:15:22.90,-37:40:18.19,303.84542,-37.67172,,,,,11.8,,,,,,4747.0,1.58,-2.73,2.04,,,5.8,,,,,,,,,,,,,,,,,4.77,,,,,,,,,,-0.41,,,,,,,,,,,,-0.85,,,,,,-2.08,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5658,1,HOL20,Holmbeck+2020,,J20194310-3158163,,R1,,VMP,,,,20:19:43.10,-31:58:16.72,304.92958,-31.97131,,,,,11.2,,,,,,4927.0,2.29,-2.16,1.51,,,6.25,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,1.02,,,,,,,,,,,,0.18,,,,,,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5659,1,HOL20,Holmbeck+2020,,J20233743-1659533,,R1,,VMP,,,,20:23:37.40,-16:59:53.48,305.90583,-16.99819,,,,,11.7,,,,,,4635.0,1.43,-2.57,1.8,,,5.29,,,,,,,,,,,,,,,,,4.93,,,,,,,,,,0.53,,,,,,,,,,,,-0.46,,,,,,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5660,1,HOL20,Holmbeck+2020,,J20305648-3446521,,,,VMP,,,,20:30:56.50,-34:46:52.21,307.73542,-34.78117,,,,,10.9,,,,,,4571.0,1.15,-2.47,2.25,,,5.41,,,,,,,,,,,,,,,,,5.029999999999999,,,,,,,,,,0.3,,,,,,,,,,,,-0.39,,,,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5661,1,HOL20,Holmbeck+2020,,J20411424-4654315,,R2,,VMP,,,,20:41:14.20,-46:54:31.50,310.30917,-46.90875,,,,,,,,,,,4647.0,1.3,-2.3,2.56,,,5.83,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,0.59,,,,,,,,,,,,-0.14,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5662,1,HOL20,Holmbeck+2020,,J20435776-4408037,,R2,,MP,,,,20:43:57.80,-44:08:02.40,310.99083,-44.134,,,,,11.4,,,,,,4410.0,0.86,-1.85,2.05,,,5.88,,,,,,,,,,,,,,,,,5.65,,,,,,,,,,1.22,,,,,,,,,,,,0.48,,,,,,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5663,2,HOL20,Holmbeck+2020,,J20453454-1431151,,R1,,VMP,,,,20:45:34.50,-14:31:15.31,311.39375,-14.52092,,,,,10.7,,,,,,4582.0,1.01,-2.81,2.02,,,5.4,,,,,,,,,,,,,,,,,4.6899999999999995,,,,,,,,,,0.19,,,,,,,,,,,,-0.75,,,,,,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5664,1,HOL20,Holmbeck+2020,,J20504869-3355289,,R1,,VMP,,,,20:50:48.70,-33:55:28.88,312.70292,-33.92469,,,,,11.1,,,,,,4549.0,1.09,-2.63,2.33,,,5.46,,,,,,,,,,,,,,,,,4.87,,,,,,,,,,0.48,,,,,,,,,,,,-0.51,,,,,,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5665,1,HOL20,Holmbeck+2020,,J20554594-3155159,,R1,,VMP,,,,20:55:45.90,-31:55:16.00,313.94125,-31.92111,,,,,10.8,,,,,,4581.0,0.94,-2.67,2.26,,,5.31,,,,,,,,,,,,,,,,,4.83,,,,,,,,,,0.22,,,,,,,,,,,,-0.54,,,,,,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5666,2,HOL20,Holmbeck+2020,,J21003824-0539171,,R1,,VMP,,,,21:00:38.20,-05:39:17.21,315.15917,-5.65478,,,,,10.8,,,,,,4872.0,1.13,-2.27,2.03,,,6.01,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,0.8,,,,,,,,,,,,-0.22,,,,,,-1.37,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5667,1,HOL20,Holmbeck+2020,,J21055865-4919336,,R1,,VMP,,,,21:05:58.70,-49:19:33.71,316.49458,-49.32603,,,,,10.9,,,,,,4633.0,1.3,-2.27,2.3,,,5.66,,,,,,,,,,,,,,,,,5.23,,,,,,,,,,0.55,,,,,,,,,,,,0.03,,,,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5668,1,HOL20,Holmbeck+2020,,J21080151-6555366,,,,VMP,,,,21:08:01.40,-65:55:37.20,317.00583,-65.927,,,,,,,,,,,4428.0,1.07,-2.4,2.76,,,5.81,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,0.68,,,,,,,,,,,,-0.47,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5669,1,HOL20,Holmbeck+2020,,J21103411-6331354,,,,VMP,,,,21:10:34.20,-63:31:36.30,317.6425,-63.52675,,,,,10.8,,,,,,5066.0,2.75,-2.07,1.44,,,6.21,,,,,,,,,,,,,,,,,5.43,,,,,,,,,,1,,,,,,,,,,,,0.03,,,,,,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5670,1,HOL20,Holmbeck+2020,,J21314253-1459110,,,,MP,,,,21:31:42.50,-14:59:11.18,322.92708,-14.98644,,,,,12.1,,,,,,4927.0,1.93,-1.97,1.83,,,6.46,,,,,,,,,,,,,,,,,5.53,,,,,,,,,,0.52,,,,,,,,,,,,0.01,,,,,,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5671,1,HOL20,Holmbeck+2020,,J21402305-1227035,,RL,,EMP,,,,21:40:23.00,-12:27:03.60,325.09583,-12.451,,,,,11.0,,,,,,4621.0,1.3,-3.09,1.86,,,5.38,,,,,,,,,,,,,,,,,4.41,,,,,,,,,,1.37,,,,,,,,,,,,-1.17,,,,,,-2.57,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5672,1,HOL20,Holmbeck+2020,,J21462219-0512324,,R1,,MP,,,,21:46:22.20,-05:12:32.40,326.5925,-5.209,,,,,10.7,,,,,,4723.0,1.19,-1.69,1.97,,,6.27,,,,,,,,,,,,,,,,,5.8100000000000005,,,,,,,,,,1.39,,,,,,,,,,,,0.82,,,,,,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5673,1,HOL20,Holmbeck+2020,,J22115488-2847382,,,,VMP,,,,22:11:54.90,-28:47:38.29,332.97875,-28.79397,,,,,10.4,,,,,,4710.0,1.78,-2.62,2.03,,,5.51,,,,,,,,,,,,,,,,,4.88,,,,,,,,,,0.3,,,,,,,,,,,,-0.38,,,,,,-1.82,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5674,1,HOL20,Holmbeck+2020,,J22125424-0235414,,R1,,VMP,,,,22:12:54.30,-02:35:42.00,333.22625,-2.595,,,,,12.2,,,,,,5187.0,2.99,-2.09,1.58,,,6.18,,,,,,,,,,,,,,,,,5.41,,,,,,,,,,0.51,,,,,,,,,,,,0.3,,,,,,-1.23,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5675,1,HOL20,Holmbeck+2020,,J22161170-5319492,,R1,,VMP,,,,22:16:11.70,-53:19:49.40,334.04875,-53.33039,,,,,10.9,,,,,,5112.0,1.53,-2.51,2.5,,,5.77,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,0.56,,,,,,,,,,,,-0.02,,,,,,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
