#pigs01
 OSMARC05 T4524.0:g1.08:z-2.80:a+0.40:he0.0 TAU_5000 Tvtvt= 2.50/H=-2.80
ALL abundances NOT listed below differ from solar by  -2.80 dex

Abundance Results for Species Fe I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
ALL abundances NOT listed below differ from solar by  -3.25 dex

Abundance Results for Species Fe I         (input abundance =   4.250)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3922.912   26.00000   0.052  -1.651   141.20    -4.444     4.191   -0.046
  3949.953   26.00000   2.176  -1.251    36.50    -5.034     4.151   -0.086
  3997.392   26.00000   2.728  -0.479    34.20    -5.068     3.978   -0.260
  4005.242   26.00000   1.557  -0.610   112.90    -4.550     4.297    0.060
  4021.866   26.00000   2.759  -0.729    22.20    -5.258     4.000   -0.237
  4045.812   26.00000   1.485   0.280   146.30    -4.442     3.998   -0.239
  4062.441   26.00000   2.845  -0.862    25.80    -5.197     4.310    0.072
  4063.594   26.00000   1.557   0.062   136.50    -4.474     4.104   -0.134
  4071.738   26.00000   1.608  -0.022   122.40    -4.522     3.943   -0.294
  4076.629   26.00000   3.211  -0.529    27.20    -5.176     4.434    0.196
  4132.058   26.00000   1.608  -0.675   105.10    -4.595     4.167   -0.070
  4134.677   26.00000   2.832  -0.649    24.30    -5.231     4.036   -0.202
  4147.668   26.00000   1.485  -2.104    32.50    -5.106     4.062   -0.175
  4153.899   26.00000   3.397  -0.321    29.50    -5.149     4.477    0.240
  4154.499   26.00000   2.832  -0.688    21.40    -5.288     4.000   -0.237
  4156.799   26.00000   2.832  -0.809    38.70    -5.031     4.478    0.240
  4157.780   26.00000   3.417  -0.403    24.50    -5.230     4.471    0.233
  4174.913   26.00000   0.915  -2.969    38.40    -5.036     4.345    0.107
  4181.754   26.00000   2.832  -0.371    38.90    -5.031     4.039   -0.198
  4187.039   26.00000   2.450  -0.548    57.80    -4.860     4.083   -0.154
  4187.795   26.00000   2.425  -0.554    58.50    -4.855     4.071   -0.167
  4195.329   26.00000   3.332  -0.492    33.70    -5.095     4.648    0.411
  4216.184   26.00000   0.000  -3.356    89.00    -4.676     4.489    0.252
  4222.213   26.00000   2.450  -0.967    36.20    -5.067     4.126   -0.111
  4227.426   26.00000   3.332   0.266    44.70    -4.976     4.080   -0.157
  4233.603   26.00000   2.482  -0.604    56.60    -4.874     4.145   -0.092
  4250.119   26.00000   2.469  -0.405    62.70    -4.831     4.030   -0.207
  4260.474   26.00000   2.399   0.109    88.40    -4.683     3.909   -0.328
  4271.153   26.00000   2.450  -0.349    67.00    -4.804     4.017   -0.220
  4271.760   26.00000   1.485  -0.164   126.60    -4.528     3.914   -0.324
  4282.403   26.00000   2.176  -0.779    61.20    -4.845     4.022   -0.215
  4325.762   26.00000   1.608   0.006   125.20    -4.538     3.838   -0.400
  4337.045   26.00000   1.557  -1.695    63.50    -4.834     4.220   -0.018
  4352.735   26.00000   2.223  -1.287    46.90    -4.968     4.336    0.099
  4375.930   26.00000   0.000  -3.031   112.90    -4.588     4.608    0.370
  4383.544   26.00000   1.485   0.200   146.90    -4.475     3.904   -0.334
  4404.750   26.00000   1.557  -0.142   126.10    -4.543     3.898   -0.340
  4415.122   26.00000   1.608  -0.615   117.70    -4.574     4.252    0.015
  4427.310   26.00000   0.052  -2.924   107.20    -4.616     4.418    0.181
  4430.614   26.00000   2.223  -1.659    23.90    -5.268     4.268    0.031
  4442.339   26.00000   2.198  -1.255    37.00    -5.079     4.090   -0.148
  4447.717   26.00000   2.223  -1.342    32.70    -5.134     4.130   -0.107
  4459.117   26.00000   2.176  -1.279    59.20    -4.877     4.451    0.213
  4461.653   26.00000   0.087  -3.210    96.10    -4.667     4.498    0.260
  4489.739   26.00000   0.121  -3.966    50.50    -4.949     4.516    0.279
  4494.563   26.00000   2.198  -1.136    50.30    -4.951     4.186   -0.051
  4528.614   26.00000   2.176  -0.822    71.50    -4.802     4.181   -0.056
  4531.148   26.00000   1.485  -2.155    43.50    -5.018     4.235   -0.003
  4592.651   26.00000   1.557  -2.449    32.10    -5.156     4.410    0.172
  4602.941   26.00000   1.485  -2.209    46.20    -4.998     4.322    0.085
  4859.741   26.00000   2.876  -0.764    26.20    -5.268     4.143   -0.094
  4871.318   26.00000   2.865  -0.363    42.20    -5.062     4.020   -0.218
  4872.138   26.00000   2.882  -0.567    31.00    -5.196     4.048   -0.189
  4891.492   26.00000   2.851  -0.112    64.20    -4.882     4.098   -0.139
  4903.310   26.00000   2.882  -0.926    36.10    -5.133     4.496    0.259
  4918.994   26.00000   2.865  -0.342    37.30    -5.120     3.909   -0.328
  4920.502   26.00000   2.833   0.068    62.00    -4.900     3.855   -0.383
  4939.687   26.00000   0.859  -3.340    25.30    -5.291     4.279    0.042
  4994.129   26.00000   0.915  -3.080    51.40    -4.987     4.529    0.291
  5001.863   26.00000   3.882   0.010    21.40    -5.369     4.424    0.187
  5006.119   26.00000   2.833  -0.638    33.90    -5.169     4.100   -0.137
  5041.072   26.00000   0.958  -3.087    36.70    -5.138     4.349    0.112
  5041.756   26.00000   1.485  -2.203    46.50    -5.035     4.258    0.020
  5049.820   26.00000   2.279  -1.355    39.50    -5.107     4.250    0.013
  5051.634   26.00000   0.915  -2.795    74.40    -4.832     4.577    0.339
  5079.740   26.00000   0.990  -3.220    37.90    -5.127     4.536    0.299
  5083.338   26.00000   0.958  -2.958    50.60    -5.002     4.435    0.197
  5110.413   26.00000   0.000  -3.760    76.10    -4.827     4.440    0.203
  5150.839   26.00000   0.990  -3.003    37.90    -5.133     4.312    0.074
  5151.911   26.00000   1.011  -3.322    22.70    -5.356     4.362    0.125
  5162.272   26.00000   4.178   0.020    22.50    -5.361     4.774    0.537
  5166.282   26.00000   0.000  -4.195    52.90    -4.990     4.524    0.286
  5171.596   26.00000   1.485  -1.793    67.00    -4.888     4.137   -0.100
  5191.455   26.00000   3.039  -0.551    22.20    -5.369     4.000   -0.237
  5192.344   26.00000   2.998  -0.421    32.90    -5.198     4.044   -0.194
  5194.941   26.00000   1.557  -2.090    50.30    -5.014     4.274    0.037
  5215.180   26.00000   3.266  -0.871    23.20    -5.352     4.608    0.370
  5216.274   26.00000   1.608  -2.150    46.20    -5.053     4.326    0.089
  5232.940   26.00000   2.940  -0.058    55.70    -4.973     3.976   -0.261
  5266.555   26.00000   2.998  -0.386    32.50    -5.210     3.995   -0.243
  5269.537   26.00000   0.859  -1.321   143.70    -4.564     4.267    0.030
  5281.790   26.00000   3.039  -0.834    20.10    -5.420     4.221   -0.016
  5324.179   26.00000   3.211  -0.103    42.70    -5.096     4.136   -0.101
  5328.039   26.00000   0.915  -1.466   131.60    -4.607     4.232   -0.006
  5328.531   26.00000   1.557  -1.850    63.80    -4.922     4.214   -0.024
  5332.899   26.00000   1.557  -2.777    24.60    -5.336     4.500    0.262
  5371.489   26.00000   0.958  -1.645   130.50    -4.614     4.431    0.194
  5393.167   26.00000   3.241  -0.715    25.90    -5.319     4.468    0.231
  5397.128   26.00000   0.915  -1.993   114.90    -4.672     4.411    0.174
  5405.774   26.00000   0.990  -1.844   108.40    -4.698     4.240    0.002
  5424.068   26.00000   4.320   0.520    20.60    -5.420     4.373    0.136
  5429.696   26.00000   0.958  -1.879   121.20    -4.651     4.462    0.225
  5434.523   26.00000   1.011  -2.122    99.90    -4.736     4.374    0.137
  5446.917   26.00000   0.990  -1.914   113.50    -4.681     4.395    0.158
  5497.516   26.00000   1.011  -2.849    59.00    -4.969     4.463    0.226
  5501.465   26.00000   0.958  -3.047    46.90    -5.069     4.420    0.183
  5506.779   26.00000   0.990  -2.797    55.40    -4.997     4.334    0.097
  5569.618   26.00000   3.417  -0.486    22.50    -5.394     4.359    0.122
  5572.842   26.00000   3.397  -0.275    20.40    -5.436     4.072   -0.165
  5586.755   26.00000   3.368  -0.120    31.20    -5.253     4.115   -0.122
  5615.644   26.00000   3.332   0.050    29.20    -5.284     3.864   -0.373
  6136.615   26.00000   2.453  -1.400    26.60    -5.363     4.179   -0.058
  6137.691   26.00000   2.588  -1.403    22.80    -5.430     4.260    0.023
  6191.558   26.00000   2.433  -1.417    22.90    -5.432     4.088   -0.150
  6230.722   26.00000   2.559  -1.281    28.30    -5.343     4.216   -0.021
  6252.555   26.00000   2.404  -1.687    21.50    -5.464     4.284    0.046
  6494.980   26.00000   2.404  -1.273    37.30    -5.241     4.167   -0.070
average abundance =  4.237     std. deviation =  0.206     #lines = 107
E.P. correlation:  slope =  -0.056  intercept =   4.350  corr. coeff. =  -0.278
R.W. correlation:  slope =  -0.091  intercept =   3.782  corr. coeff. =  -0.122
wav. correl.:  slope =   5.951D-05  intercept =   3.950  corr. coeff. =   0.177

Abundance Results for Species Fe II        (input abundance =   4.250)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4178.854   26.10000   2.583  -2.500    24.70    -5.228     4.172   -0.106
  4233.162   26.10000   2.583  -1.900    60.30    -4.846     4.201   -0.077
  4515.333   26.10000   2.844  -2.450    35.80    -5.101     4.599    0.322
  4522.627   26.10000   2.844  -2.030    55.50    -4.911     4.503    0.226
  4555.887   26.10000   2.828  -2.160    24.40    -5.271     4.059   -0.219
  4923.921   26.10000   2.891  -1.320    75.60    -4.814     4.107   -0.170
  5018.436   26.10000   2.891  -1.220    77.80    -4.810     4.027   -0.250
  5234.623   26.10000   3.221  -2.230    25.70    -5.309     4.553    0.275
average abundance =  4.278     std. deviation =  0.235     #lines =   8
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =   5.260D-05  intercept =   4.033  corr. coeff. =   0.084

Abundance Results for Species Na I         (input abundance =   2.990)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   135.80    -4.637     3.060    0.037
  5895.924   11.00000   0.000  -0.194   113.20    -4.717     2.987   -0.037
average abundance =  3.023     std. deviation =  0.052     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   4.350)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4571.096   12.00000   0.000  -5.623    43.60    -5.021     4.882    0.080
  5172.684   12.00000   2.712  -0.450   160.60    -4.508     4.731   -0.072
  5183.604   12.00000   2.717  -0.239   178.50    -4.463     4.788   -0.015
  5528.405   12.00000   4.346  -0.498    42.60    -5.113     4.810    0.007
average abundance =  4.803     std. deviation =  0.063     #lines =   4
E.P. correlation:  slope =  -0.021  intercept =   4.854  corr. coeff. =  -0.602
R.W. correlation:  slope =  -0.134  intercept =   4.164  corr. coeff. =  -0.723
wav. correl.:  slope =  -9.560D-05  intercept =   5.292  corr. coeff. =  -0.608

Abundance Results for Species Al I         (input abundance =   3.200)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3944.006   13.00000   0.000  -0.623   124.90    -4.499     3.263    0.000
average abundance =  3.263     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Si I         (input abundance =   4.260)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3905.523   14.00000   1.909  -1.041   169.10    -4.364     4.996    0.000
average abundance =  4.996     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species K  I         (input abundance =   1.780)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149    27.60    -5.444     2.269   -0.072
  7698.964   19.00000   0.000  -0.154    20.60    -5.573     2.413    0.072
average abundance =  2.341     std. deviation =  0.102     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   3.090)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4226.728   20.00000   0.000   0.244   151.10    -4.447     3.057   -0.277
  4283.011   20.00000   1.886  -0.136    27.50    -5.192     3.264   -0.070
  4318.651   20.00000   1.899  -0.139    23.30    -5.268     3.184   -0.150
  4425.437   20.00000   1.879  -0.358    27.00    -5.215     3.447    0.114
  4434.957   20.00000   1.886  -0.007    45.60    -4.988     3.441    0.108
  4435.679   20.00000   1.886  -0.517    22.30    -5.299     3.506    0.172
  4454.779   20.00000   1.899   0.258    47.70    -4.970     3.220   -0.113
  5588.749   20.00000   2.526   0.358    28.30    -5.296     3.411    0.077
  6122.217   20.00000   1.886  -0.316    35.60    -5.235     3.435    0.102
  6162.173   20.00000   1.899  -0.090    40.70    -5.180     3.310   -0.024
  6439.075   20.00000   2.526   0.390    31.40    -5.312     3.394    0.060
average abundance =  3.333     std. deviation =  0.138     #lines =  11
E.P. correlation:  slope =   0.139  intercept =   3.078  corr. coeff. =   0.663
R.W. correlation:  slope =  -0.370  intercept =   1.435  corr. coeff. =  -0.679
wav. correl.:  slope =   5.377D-05  intercept =   3.065  corr. coeff. =   0.345

Abundance Results for Species Sc II        (input abundance =  -0.100)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4246.822   21.10000   0.315   0.242   104.70    -4.608    -0.204   -0.334
  4314.083   21.10000   0.618  -0.096    76.40    -4.752    -0.045   -0.175
  4415.557   21.10000   0.595  -0.668    54.20    -4.911     0.135    0.004
  5031.021   21.10000   1.357  -0.400    23.50    -5.331     0.174    0.044
  5526.790   21.10000   1.768   0.024    24.00    -5.362     0.209    0.079
  5657.896   21.10000   1.507  -0.603    24.10    -5.371     0.513    0.383
average abundance =  0.130     std. deviation =  0.244     #lines =   6
 No statistics done for E.P. trends
R.W. correlation:  slope =  -0.616  intercept =  -2.986  corr. coeff. =  -0.863
wav. correl.:  slope =   3.350D-04  intercept =  -1.500  corr. coeff. =   0.865

Abundance Results for Species Ti I         (input abundance =   1.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3989.758   22.00000   0.021  -0.130    38.60    -5.014     1.850   -0.099
  3998.636   22.00000   0.048   0.020    44.70    -4.952     1.838   -0.111
  4533.239   22.00000   0.848   0.540    32.30    -5.147     1.953    0.004
  4534.776   22.00000   0.836   0.350    20.70    -5.341     1.881   -0.068
  4981.730   22.00000   0.848   0.570    27.70    -5.255     1.778   -0.171
  4991.066   22.00000   0.836   0.450    52.40    -4.979     2.295    0.346
  4999.503   22.00000   0.826   0.320    22.10    -5.355     1.875   -0.074
  5210.384   22.00000   0.048  -0.820    24.90    -5.321     2.122    0.173
average abundance =  1.949     std. deviation =  0.174     #lines =   8
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =   1.791D-04  intercept =   1.115  corr. coeff. =   0.484

Abundance Results for Species Ti II        (input abundance =   1.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3913.461   22.10000   1.116  -0.360    94.60    -4.617     1.736   -0.185
  4028.338   22.10000   1.892  -0.920    30.50    -5.121     2.013    0.091
  4290.215   22.10000   1.165  -0.870    70.90    -4.782     1.702   -0.219
  4300.042   22.10000   1.180  -0.460    98.60    -4.640     1.806   -0.115
  4337.914   22.10000   1.080  -0.960    86.80    -4.699     1.948    0.027
  4394.059   22.10000   1.221  -1.770    34.90    -5.100     2.074    0.152
  4395.031   22.10000   1.084  -0.540   107.50    -4.612     1.915   -0.006
  4395.839   22.10000   1.243  -1.930    24.60    -5.252     2.058    0.137
  4399.765   22.10000   1.237  -1.200    56.70    -4.890     1.868   -0.053
  4417.713   22.10000   1.165  -1.190    74.80    -4.771     2.050    0.128
  4443.801   22.10000   1.080  -0.710    99.80    -4.649     1.904   -0.017
  4444.554   22.10000   1.116  -2.200    20.00    -5.347     2.058    0.137
  4450.482   22.10000   1.084  -1.520    63.60    -4.845     2.096    0.175
  4468.493   22.10000   1.131  -0.630   106.60    -4.622     2.013    0.092
  4470.853   22.10000   1.165  -2.020    25.50    -5.244     2.061    0.140
  4501.270   22.10000   1.116  -0.770    91.70    -4.691     1.840   -0.081
  4533.960   22.10000   1.237  -0.530    92.20    -4.692     1.748   -0.173
  4563.757   22.10000   1.221  -0.690    81.60    -4.748     1.693   -0.228
  4571.971   22.10000   1.572  -0.310    73.90    -4.791     1.617   -0.304
  5188.687   22.10000   1.582  -1.050    46.70    -5.046     1.870   -0.051
  5226.539   22.10000   1.566  -1.260    44.20    -5.073     2.019    0.098
  5336.786   22.10000   1.582  -1.600    32.50    -5.215     2.177    0.256
average abundance =  1.921     std. deviation =  0.155     #lines =  22
 No statistics done for E.P. trends
R.W. correlation:  slope =  -0.384  intercept =   0.048  corr. coeff. =  -0.604
wav. correl.:  slope =   1.145D-04  intercept =   1.406  corr. coeff. =   0.253

Abundance Results for Species Cr I         (input abundance =   2.390)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4254.352   24.00000   0.000  -0.090    92.30    -4.664     1.857   -0.090
  4274.812   24.00000   0.000  -0.220    80.80    -4.724     1.752   -0.195
  4289.730   24.00000   0.000  -0.370    69.70    -4.789     1.700   -0.247
  5206.023   24.00000   0.941   0.020    68.30    -4.882     2.255    0.308
  5208.409   24.00000   0.941   0.170    72.70    -4.855     2.171    0.224
average abundance =  1.947     std. deviation =  0.251     #lines =   5
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =   4.713D-04  intercept =  -0.243  corr. coeff. =   0.961

Abundance Results for Species Mn I         (input abundance =   2.180)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4030.750   25.00000   0.000  -0.494    78.00    -4.713     1.314   -0.012
  4033.060   25.00000   0.000  -0.644    71.70    -4.750     1.340    0.013
  4034.480   25.00000   0.000  -0.842    59.90    -4.828     1.325   -0.001
average abundance =  1.326     std. deviation =  0.013     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Co I         (input abundance =   1.740)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3995.307   27.00000   0.923  -0.220    54.90    -4.862     1.779   -0.093
  4118.773   27.00000   1.049  -0.490    44.30    -4.968     1.994    0.122
  4121.318   27.00000   0.923  -0.320    54.90    -4.875     1.844   -0.029
average abundance =  1.872     std. deviation =  0.110     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ni I         (input abundance =   2.970)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5476.904   28.00000   1.826  -0.780    38.70    -5.151     2.787    0.000
average abundance =  2.787     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Sr II        (input abundance =  -0.380)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4077.709   38.10000   0.000   0.167   132.70    -4.488    -0.701    0.055
  4215.519   38.10000   0.000  -0.145   117.10    -4.556    -0.811   -0.055
average abundance = -0.756     std. deviation =  0.078     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ba II        (input abundance =  -1.070)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4554.029   56.10000   0.000   0.170    52.70    -4.937    -2.204    0.029
  4934.076   56.10000   0.000  -0.150    33.30    -5.171    -2.262   -0.029
average abundance = -2.233     std. deviation =  0.041     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends


==================================================================================================

#pigs16
 OSMARC05 T4565.0:g1.05:z-2.37:a+0.40:he0.0 TAU_5000 Tvt= 2.00 M/H=-2.37

Abundance Results for Species Fe I         (input abundance =   5.130)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3902.945   26.00000   1.557  -0.466   169.00    -4.364     5.055   -0.144
  3920.258   26.00000   0.121  -1.746   209.50    -4.272     4.941   -0.257
  3949.953   26.00000   2.176  -1.251    75.40    -4.719     4.722   -0.476
  3997.392   26.00000   2.728  -0.479   107.60    -4.570     5.385    0.187
  4021.866   26.00000   2.759  -0.729    93.30    -4.635     5.332    0.133
  4032.627   26.00000   1.485  -2.377    83.20    -4.685     5.063   -0.135
  4045.812   26.00000   1.485   0.280   263.10    -4.187     4.884   -0.314
  4062.441   26.00000   2.845  -0.862    95.10    -4.631     5.591    0.393
  4063.594   26.00000   1.557   0.062   198.70    -4.311     4.752   -0.446
  4067.978   26.00000   3.211  -0.472    85.30    -4.678     5.437    0.238
  4071.738   26.00000   1.608  -0.022   200.10    -4.309     4.907   -0.292
  4076.629   26.00000   3.211  -0.529    89.60    -4.658     5.589    0.390
  4114.445   26.00000   2.832  -1.303    62.40    -4.819     5.259    0.060
  4132.058   26.00000   1.608  -0.675   167.80    -4.391     5.164   -0.034
  4132.899   26.00000   2.845  -1.006    69.90    -4.772     5.125   -0.073
  4134.677   26.00000   2.832  -0.649    80.60    -4.710     4.986   -0.212
  4136.998   26.00000   3.415  -0.453    38.70    -5.029     4.673   -0.526
  4153.899   26.00000   3.397  -0.321    95.40    -4.639     5.704    0.506
  4154.499   26.00000   2.832  -0.688    97.00    -4.632     5.388    0.190
  4154.805   26.00000   3.368  -0.400    68.90    -4.780     5.151   -0.048
  4156.799   26.00000   2.832  -0.809    83.80    -4.696     5.207    0.009
  4157.780   26.00000   3.417  -0.403    81.80    -4.706     5.500    0.302
  4174.913   26.00000   0.915  -2.969   108.50    -4.585     5.350    0.152
  4175.636   26.00000   2.845  -0.827    82.50    -4.704     5.203    0.005
  4176.566   26.00000   3.368  -0.805    41.00    -5.008     5.000   -0.199
  4181.754   26.00000   2.832  -0.371   104.00    -4.604     5.211    0.013
  4182.382   26.00000   3.017  -1.180    38.00    -5.042     4.881   -0.318
  4184.892   26.00000   2.832  -0.869    70.20    -4.775     4.957   -0.241
  4187.039   26.00000   2.450  -0.548   115.10    -4.561     5.132   -0.067
  4187.795   26.00000   2.425  -0.554   116.80    -4.555     5.141   -0.058
  4195.329   26.00000   3.332  -0.492    85.30    -4.692     5.541    0.343
  4199.095   26.00000   3.047   0.155   128.40    -4.515     5.453    0.255
  4213.647   26.00000   2.845  -1.290    34.30    -5.089     4.698   -0.501
  4216.184   26.00000   0.000  -3.356   143.70    -4.467     5.219    0.021
  4217.545   26.00000   3.430  -0.484    49.10    -4.934     4.900   -0.298
  4222.213   26.00000   2.450  -0.967    92.80    -4.658     5.040   -0.159
  4227.426   26.00000   3.332   0.266   124.50    -4.531     5.606    0.407
  4233.603   26.00000   2.482  -0.604   112.00    -4.577     5.134   -0.064
  4238.810   26.00000   3.397  -0.233    70.20    -4.781     5.012   -0.186
  4250.119   26.00000   2.469  -0.405   153.10    -4.443     5.684    0.486
  4250.787   26.00000   1.557  -0.714   178.00    -4.378     5.207    0.008
  4260.474   26.00000   2.399   0.109   166.50    -4.408     5.271    0.073
  4271.153   26.00000   2.450  -0.349   146.50    -4.465     5.484    0.285
  4271.760   26.00000   1.485  -0.164   203.60    -4.322     4.834   -0.365
  4282.403   26.00000   2.176  -0.779   108.40    -4.597     4.802   -0.397
  4325.762   26.00000   1.608   0.006   205.00    -4.324     4.803   -0.395
  4337.045   26.00000   1.557  -1.695   132.80    -4.514     5.363    0.165
  4375.930   26.00000   0.000  -3.031   158.30    -4.442     5.079   -0.119
  4383.544   26.00000   1.485   0.200   221.50    -4.296     4.574   -0.624
  4388.407   26.00000   3.603  -0.682    26.80    -5.214     4.834   -0.365
  4404.750   26.00000   1.557  -0.142   231.40    -4.280     5.069   -0.129
  4415.122   26.00000   1.608  -0.615   171.50    -4.411     4.992   -0.207
  4427.310   26.00000   0.052  -2.924   175.90    -4.401     5.327    0.129
  4430.614   26.00000   2.223  -1.659    83.80    -4.723     5.142   -0.057
  4442.339   26.00000   2.198  -1.255   101.00    -4.643     5.063   -0.136
  4443.194   26.00000   2.858  -1.043    62.70    -4.850     4.927   -0.271
  4447.717   26.00000   2.223  -1.342   103.70    -4.632     5.239    0.041
  4461.653   26.00000   0.087  -3.210   162.10    -4.440     5.386    0.187
  4466.551   26.00000   2.832  -0.600   114.70    -4.590     5.515    0.317
  4489.739   26.00000   0.121  -3.966   125.60    -4.553     5.409    0.210
  4494.563   26.00000   2.198  -1.136   119.00    -4.577     5.295    0.097
  4528.614   26.00000   2.176  -0.822   156.90    -4.460     5.637    0.439
  4531.148   26.00000   1.485  -2.155   131.00    -4.539     5.575    0.377
  4592.651   26.00000   1.557  -2.449   109.40    -4.623     5.505    0.307
  4595.358   26.00000   3.301  -1.758    23.50    -5.291     5.424    0.226
  4602.000   26.00000   1.608  -3.154    50.80    -4.957     5.196   -0.003
  4602.941   26.00000   1.485  -2.209   115.60    -4.600     5.284    0.086
  4630.120   26.00000   2.279  -2.587    38.30    -5.082     5.272    0.074
  4647.434   26.00000   2.949  -1.351    58.40    -4.901     5.224    0.026
  4733.591   26.00000   1.485  -2.988    77.30    -4.787     5.283    0.085
  4736.773   26.00000   3.211  -0.752    71.80    -4.819     5.176   -0.022
  4786.807   26.00000   3.017  -1.606    43.10    -5.046     5.278    0.079
  4789.651   26.00000   3.547  -0.958    30.80    -5.192     5.062   -0.137
  4859.741   26.00000   2.876  -0.764    99.10    -4.691     5.258    0.060
  4871.318   26.00000   2.865  -0.363   104.60    -4.668     4.946   -0.252
  4872.138   26.00000   2.882  -0.567    99.00    -4.692     5.057   -0.141
  4891.492   26.00000   2.851  -0.112   156.40    -4.495     5.614    0.416
  4903.310   26.00000   2.882  -0.926    90.70    -4.733     5.246    0.047
  4918.994   26.00000   2.865  -0.342   109.50    -4.652     5.004   -0.195
  4920.502   26.00000   2.833   0.068   132.20    -4.571     4.986   -0.212
  4924.770   26.00000   2.279  -2.241    59.60    -4.917     5.228    0.030
  4938.814   26.00000   2.876  -1.077    66.60    -4.870     4.938   -0.260
  4939.687   26.00000   0.859  -3.340   107.10    -4.664     5.251    0.053
  4966.088   26.00000   3.332  -0.871    81.40    -4.785     5.572    0.374
  4994.129   26.00000   0.915  -3.080   127.10    -4.594     5.413    0.214
  5006.119   26.00000   2.833  -0.638    93.20    -4.730     4.916   -0.282
  5014.942   26.00000   3.943  -0.303    40.60    -5.092     5.048   -0.150
  5028.126   26.00000   3.573  -1.123    27.70    -5.259     5.159   -0.039
  5041.072   26.00000   0.958  -3.087   126.50    -4.600     5.454    0.255
  5041.756   26.00000   1.485  -2.203   134.80    -4.573     5.450    0.252
  5044.211   26.00000   2.851  -2.038    46.60    -5.034     5.520    0.322
  5051.634   26.00000   0.915  -2.795   153.70    -4.517     5.587    0.388
  5074.748   26.00000   4.220  -0.200    31.90    -5.202     5.117   -0.081
  5079.223   26.00000   2.198  -2.067    95.40    -4.726     5.536    0.338
  5079.740   26.00000   0.990  -3.220   122.60    -4.617     5.542    0.343
  5083.338   26.00000   0.958  -2.958   141.30    -4.556     5.571    0.373
  5110.413   26.00000   0.000  -3.760   142.80    -4.554     5.033   -0.166
  5141.739   26.00000   2.424  -1.964    77.90    -4.820     5.399    0.201
  5150.839   26.00000   0.990  -3.003   122.30    -4.624     5.294    0.095
  5151.911   26.00000   1.011  -3.322   119.10    -4.636     5.586    0.388
  5159.058   26.00000   4.283  -0.820    36.40    -5.151     5.890    0.691
  5162.272   26.00000   4.178   0.020    58.10    -4.949     5.295    0.096
  5165.410   26.00000   4.220  -0.003    28.80    -5.254     4.845   -0.353
  5166.282   26.00000   0.000  -4.195   135.80    -4.580     5.310    0.112
  5171.596   26.00000   1.485  -1.793   125.80    -4.614     4.823   -0.375
  5191.455   26.00000   3.039  -0.551    89.80    -4.762     4.985   -0.214
  5192.344   26.00000   2.998  -0.421    95.30    -4.736     4.903   -0.295
  5194.941   26.00000   1.557  -2.090   125.40    -4.617     5.208    0.010
